scenario,factor_a,factor_b,state_a,state_b,observations,down_pct,flat_pct,up_pct,outcome_separation,mean_return_5d,median_return_5d
TREND_DOWN,change_pct,liquidity_score,HIGH,LOW,722,46.67590027700831,11.772853185595569,41.55124653739612,34.903047091412745,-0.21506495844875345,-0.1977
CHOPPY,momentum_score,liquidity_score,HIGH,HIGH,459,49.01960784313725,14.161220043572984,36.81917211328976,34.85838779956427,-0.3576427015250545,-0.4263
CHOPPY,change_pct,liquidity_score,LOW,LOW,279,39.42652329749104,12.903225806451612,47.67025089605735,34.76702508960574,0.3778501792114696,0.4095
TREND_DOWN,change_pct,liquidity_score,LOW,HIGH,1212,38.86138613861386,13.2013201320132,47.93729372937294,34.73597359735974,0.4841994224422441,0.35150000000000003
TREND_DOWN,relative_strength,liquidity_score,HIGH,LOW,743,47.51009421265142,12.78600269179004,39.703903095558545,34.72409152086138,-0.2766465679676985,-0.274
TREND_UP,volatility_score,liquidity_score,LOW,HIGH,1354,45.199409158050216,10.561299852289514,44.23929098966027,34.63810930576071,0.006577104874446076,0.010499999999999999
CHOPPY,change_pct,liquidity_score,HIGH,HIGH,463,49.46004319654428,14.902807775377969,35.63714902807775,34.55723542116631,-0.3946293736501081,-0.4425
CHOPPY,relative_strength,trend_score,LOW,LOW,405,47.160493827160494,12.839506172839506,40.0,34.32098765432099,-0.1880241975308642,-0.3744
TREND_UP,trend_score,volatility_score,LOW,HIGH,758,31.926121372031663,16.886543535620053,51.187335092348285,34.300791556728235,0.6669821899736148,0.5584
TREND_DOWN,change_pct,relative_strength,HIGH,LOW,426,45.539906103286384,11.267605633802818,43.1924882629108,34.27230046948357,-0.1297802816901408,-0.13335
TREND_DOWN,change_pct,momentum_score,LOW,LOW,1749,40.53744997141224,12.635791881074901,46.82675814751286,34.19096626643796,0.32836403659233837,0.2493
TREND_UP,trend_score,volatility_score,LOW,LOW,677,41.65435745937962,12.112259970457902,46.233382570162476,34.12112259970458,0.448029246676514,0.0867
TREND_DOWN,change_pct,relative_strength,LOW,HIGH,428,48.598130841121495,14.485981308411214,36.915887850467286,34.112149532710276,-0.27775911214953275,-0.42555
CHOPPY,change_pct,relative_strength,HIGH,HIGH,611,49.09983633387889,15.057283142389524,35.84288052373159,34.04255319148937,-0.4390353518821603,-0.4324
TREND_DOWN,intelligence_score,relative_strength,LOW,LOW,1227,42.21678891605542,11.898940505297473,45.884270578647104,33.98533007334964,0.33552216788916067,0.1549
CHOPPY,change_pct,momentum_score,HIGH,HIGH,677,48.74446085672083,14.771048744460858,36.484490398818316,33.97341211225997,-0.4009252584933531,-0.4251
TREND_DOWN,change_pct,trend_score,LOW,LOW,865,41.61849710982659,12.254335260115607,46.127167630057805,33.872832369942195,0.4772563005780347,0.1672
CHOPPY,relative_strength,volatility_score,HIGH,LOW,381,46.45669291338583,12.598425196850393,40.94488188976378,33.85826771653544,-0.15328792650918635,-0.2137
TREND_DOWN,intelligence_score,trend_score,HIGH,HIGH,1742,39.09299655568312,13.54764638346728,47.3593570608496,33.81171067738232,0.3102434557979334,0.30445
TREND_DOWN,intelligence_score,liquidity_score,HIGH,HIGH,1608,40.2363184079602,12.997512437810945,46.766169154228855,33.76865671641791,0.3085810323383085,0.256
