global_ic,regime_ic,shrunk_ic,regime_days,icir,direction,source,weight,window,regime,factor
0.01447485819151739,0.0074810477562687935,0.012067152959710498,21,0.22297222598453312,1,REGIME,0.0369951069634817,3,TREND_UP,momentum_score
-0.02730349773904562,0.009587922514198164,-0.014603172733830546,21,0.3076282874548715,-1,REGIME,0.06176780809303428,3,TREND_UP,volatility_score
-0.002517806446122913,-0.08858979101103268,-0.0321491453946984,21,3.2879677399368954,-1,REGIME,0.45,3,TREND_UP,liquidity_score
-0.0008759971635119019,-0.0008759971635119019,-0.0008759971635119018,14,0.7988636317357829,-1,GLOBAL_FALLBACK,0.014736715735529137,3,SIDEWAYS,relative_strength
0.024909034779588998,0.024909034779588998,0.024909034779588994,14,2.479223672346267,1,GLOBAL_FALLBACK,0.4499999999999999,3,SIDEWAYS,trend_score
0.01447485819151739,0.01447485819151739,0.014474858191517389,14,0.7128084954575981,1,GLOBAL_FALLBACK,0.2172763919155345,3,SIDEWAYS,momentum_score
-0.02730349773904562,-0.02730349773904562,-0.02730349773904562,14,0.36862044704345726,-1,GLOBAL_FALLBACK,0.21194494542723213,3,SIDEWAYS,volatility_score
-0.002517806446122913,-0.002517806446122913,-0.002517806446122913,14,2.4024102709365565,-1,GLOBAL_FALLBACK,0.10604194692170422,3,SIDEWAYS,liquidity_score
-0.0008759971635119019,-0.0008759971635119019,-0.0008759971635119019,9,1.012615830100765,-1,GLOBAL_FALLBACK,0.013783642857629614,3,LOW_VOL,relative_strength
0.024909034779588998,0.024909034779588998,0.024909034779588998,9,0.49855527033433666,1,GLOBAL_FALLBACK,0.1929686729172249,3,LOW_VOL,trend_score
0.01447485819151739,0.01447485819151739,0.01447485819151739,9,1.2990108305403991,1,GLOBAL_FALLBACK,0.2921754281890357,3,LOW_VOL,momentum_score
-0.02730349773904562,-0.02730349773904562,-0.02730349773904562,9,1.7040982336983546,-1,GLOBAL_FALLBACK,0.45,3,LOW_VOL,volatility_score
-0.002517806446122913,-0.002517806446122913,-0.002517806446122913,9,1.3054074953714805,-1,GLOBAL_FALLBACK,0.051072256036109806,3,LOW_VOL,liquidity_score
-0.0008759971635119019,-0.0008759971635119019,-0.0008759971635119019,8,1.1398543330496786,-1,GLOBAL_FALLBACK,0.014424788127986478,3,HIGH_VOL_UP,relative_strength
0.024909034779588998,0.024909034779588998,0.024909034779588998,8,1.5300696266931038,1,GLOBAL_FALLBACK,0.4499999999999999,3,HIGH_VOL_UP,trend_score
0.01447485819151739,0.01447485819151739,0.014474858191517392,8,1.0924682334729652,1,GLOBAL_FALLBACK,0.22844440385568573,3,HIGH_VOL_UP,momentum_score
-0.02730349773904562,-0.02730349773904562,-0.02730349773904562,8,0.7177067515955138,-1,GLOBAL_FALLBACK,0.2830888124316321,3,HIGH_VOL_UP,volatility_score
-0.002517806446122913,-0.002517806446122913,-0.002517806446122913,8,0.6609837511727665,-1,GLOBAL_FALLBACK,0.024041995584695688,3,HIGH_VOL_UP,liquidity_score
-0.0008759971635119019,-0.0014839375426519263,-0.0012545260788255018,66,0.0568697750352656,-1,REGIME,0.005954462282020152,3,HIGH_VOL_DOWN,relative_strength
0.024909034779588998,-0.027470140956171372,-0.007704414263431606,66,0.8978417340591195,-1,REGIME,0.32832372780405533,3,HIGH_VOL_DOWN,trend_score
0.01447485819151739,0.008488828101708501,0.010747707380881669,66,0.33842812665697347,1,REGIME,0.1726414752707468,3,HIGH_VOL_DOWN,momentum_score
-0.02730349773904562,-0.041528305884790145,-0.03616045375432052,66,1.4959004271223115,-1,REGIME,0.45,3,HIGH_VOL_DOWN,volatility_score
