scenario,factor_a,factor_b,state_a,state_b,target_outcome,episodes,total_observations,target_consistency_pct,positive_uplift_pct,positive_return_pct,mean_target_uplift_pct,median_target_uplift_pct,worst_target_uplift_pct,mean_return_5d,median_return_5d,worst_episode_mean_return_5d,best_episode_mean_return_5d,return_positive_minus_negative_balance,decision,research_status
TREND_DOWN,change_pct,volatility_score,LOW,HIGH,DOWN,6,570,50.0,33.33333333333333,66.66666666666666,-1.9120712564304327,-7.656264749935097,-31.633946682121124,0.19820952214335955,0.49504773858313805,-2.0868359375,1.7896194690265488,2.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
CHOPPY,relative_strength,trend_score,HIGH,LOW,UP,7,255,57.14285714285714,71.42857142857143,71.42857142857143,0.42120312193647386,7.875253549695742,-33.98138329209379,0.19601719235099369,0.0858999999999999,-2.416528260869565,3.76577,3.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_DOWN,relative_strength,trend_score,HIGH,LOW,DOWN,8,953,50.0,50.0,50.0,2.7918651670329204,-3.13158407701901,-19.73699728741597,0.19399997401513835,0.14336037083595227,-1.900172881355932,3.440606557377049,0.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_DOWN,relative_strength,liquidity_score,HIGH,HIGH,DOWN,8,1128,50.0,50.0,62.5,1.429361414459493,3.353853351008528,-21.425254771621987,0.19028390284052277,0.43803681694519997,-1.664837288135593,1.7391161904761905,2.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_DOWN,intelligence_score,relative_strength,LOW,HIGH,DOWN,8,979,50.0,50.0,62.5,0.7351774193982008,-3.9708024518845484,-24.193470491644934,0.1772921439551411,0.3668548447860156,-2.1142453488372097,3.3501929577464797,2.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_DOWN,relative_strength,trend_score,HIGH,HIGH,UP,8,809,62.5,37.5,62.5,0.32995160576446736,-6.698604495445366,-12.958406561218517,0.1764208815781568,0.46018027326602284,-1.638173015873016,2.009756730769231,2.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_DOWN,intelligence_score,relative_strength,HIGH,HIGH,DOWN,8,783,50.0,62.5,50.0,1.9566231745773517,5.288825595259119,-19.974090778236263,0.17587702774337458,0.3576569674185464,-1.3807565656565657,2.041843137254902,0.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_UP,change_pct,volatility_score,LOW,LOW,UP,8,630,75.0,62.5,62.5,4.437921601103188,1.2314013474763392,-7.833289083648342,0.1731602678845853,0.1822027519379845,-1.252521052631579,1.1353232558139534,2.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_DOWN,relative_strength,liquidity_score,HIGH,LOW,DOWN,8,634,50.0,37.5,62.5,0.1776477953472151,-6.575222597706608,-29.07413199874883,0.15835928952550438,0.2912166416791604,-2.074633962264151,2.783108695652174,2.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_DOWN,volatility_score,liquidity_score,HIGH,LOW,UP,6,469,66.66666666666666,66.66666666666666,66.66666666666666,3.121497458339197,8.053175247758993,-30.100359496704613,0.15400032022730012,0.7656527397260273,-2.2255446428571437,1.7495136363636363,2.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_DOWN,relative_strength,momentum_score,HIGH,HIGH,DOWN,8,1032,50.0,50.0,62.5,1.60738119404329,-1.5664006133630881,-19.75888274380298,0.1530110863285692,0.1821967945205479,-2.227392105263158,2.1320404411764704,2.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
CHOPPY,trend_score,momentum_score,HIGH,LOW,DOWN,5,219,60.0,60.0,40.0,-0.7955749403089264,3.67448935245546,-14.336141000048691,0.15251129714145512,-0.4091961538461536,-0.9174916666666664,1.5072927272727272,-1.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_DOWN,trend_score,liquidity_score,HIGH,HIGH,DOWN,8,874,50.0,62.5,50.0,-3.5385513598045497,1.507572591848028,-23.575741965026765,0.14910505557885084,0.10242471344702271,-1.2613954545454542,2.2576778947368417,0.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_DOWN,intelligence_score,relative_strength,HIGH,LOW,UP,8,439,62.5,62.5,37.5,1.9359103638778432,3.5330963224061556,-19.071654323317134,0.14564067875132752,-0.18090066445182715,-1.1975243243243243,1.8426732142857143,-2.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
CHOPPY,intelligence_score,relative_strength,LOW,HIGH,UP,7,282,57.14285714285714,71.42857142857143,42.857142857142854,1.153640549082289,3.0311148532282175,-34.85094850948509,0.14034852781764512,-0.0863590909090909,-2.604155,3.2113750000000003,-1.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_UP,volatility_score,liquidity_score,HIGH,LOW,DOWN,6,359,50.0,33.33333333333333,66.66666666666666,-4.470792085051633,-1.2070128599292929,-31.2774806892454,0.13837546886102756,0.13178744588744584,-1.242363157894737,1.5397787878787876,2.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_DOWN,trend_score,volatility_score,HIGH,HIGH,DOWN,6,372,50.0,33.33333333333333,66.66666666666666,-0.8293472698663784,-4.102817999506513,-24.225645523819967,0.13501866850076702,0.38959945945945934,-1.5973240000000002,0.9150028169014084,2.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_DOWN,relative_strength,volatility_score,LOW,HIGH,DOWN,6,466,50.0,33.33333333333333,66.66666666666666,-1.9758228910748123,-11.004226450210737,-30.359869635572167,0.13403808394881425,0.4995408089887639,-2.689180952380952,1.930134375,2.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
CHOPPY,change_pct,intelligence_score,HIGH,LOW,UP,7,319,57.14285714285714,57.14285714285714,42.857142857142854,1.5524192122462768,4.5946645946646,-33.94185760039419,0.13394476728700327,-0.2073,-2.4756127272727277,3.40585,-1.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_DOWN,change_pct,trend_score,HIGH,HIGH,DOWN,8,674,62.5,62.5,62.5,2.3315422859691024,8.723244515100735,-23.25705534020784,0.12683020738911416,0.29693501529051985,-1.52505,1.892191743119266,2.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
CHOPPY,relative_strength,trend_score,LOW,HIGH,DOWN,5,239,60.0,60.0,40.0,0.21952921477912782,1.3468013468013424,-15.520351526364479,0.12380699146278826,-0.0873454545454545,-0.7137487804878049,1.2363125,-1.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_DOWN,change_pct,relative_strength,HIGH,HIGH,DOWN,8,1202,50.0,50.0,50.0,1.7401646800769592,-2.7271867795520564,-18.38517935159664,0.12296969939475261,0.1303961584011843,-2.3803840375586853,2.194292142857143,0.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_DOWN,intelligence_score,volatility_score,LOW,HIGH,DOWN,6,640,50.0,33.33333333333333,50.0,-2.7242997328222294,-10.261816583038064,-32.403651115618665,0.12214333446385224,0.39140134408602156,-2.25165064935065,1.9992485294117643,0.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_DOWN,change_pct,intelligence_score,HIGH,HIGH,DOWN,8,669,50.0,50.0,50.0,2.380378146043608,3.270457052241067,-20.19301329870076,0.11493819749815715,0.1167219170646982,-1.4553558139534886,1.9464728155339803,0.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_UP,change_pct,relative_strength,LOW,LOW,UP,8,852,62.5,75.0,62.5,2.4183686635694075,2.3993965967531103,-3.561019004476897,0.10883616170866636,0.1674358262108262,-0.8904933774834436,1.247467605633803,2.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
CHOPPY,intelligence_score,trend_score,LOW,LOW,DOWN,7,497,71.42857142857143,57.14285714285714,42.857142857142854,2.3145427166549446,2.364263858250908,-26.663760534728286,0.10839477663594396,-0.1023876404494382,-2.6642833333333336,3.1603322580645155,-1.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_DOWN,change_pct,liquidity_score,HIGH,LOW,DOWN,8,522,50.0,37.5,62.5,0.6702246559624854,-6.408912696615197,-30.362376765254467,0.09774780978464581,0.15251257071024504,-3.1543982456140345,2.8815000000000004,2.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_UP,change_pct,momentum_score,LOW,LOW,DOWN,8,676,50.0,50.0,50.0,0.7100048485336368,-0.5001168556381046,-18.17188983855651,0.09452466150600533,0.1093278328173374,-0.724894776119403,1.079317391304348,0.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_DOWN,intelligence_score,trend_score,HIGH,HIGH,DOWN,8,1016,50.0,75.0,50.0,0.9719814716036179,4.864580246450732,-21.91242336317864,0.09405842100524509,0.03893386821622774,-1.1569105263157895,2.086089312977099,0.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_DOWN,trend_score,momentum_score,HIGH,HIGH,DOWN,8,711,62.5,62.5,62.5,3.314039720192802,8.684180790861525,-21.027783283275664,0.08055094386541534,0.07775903159340655,-1.516614285714286,1.858965420560748,2.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_DOWN,intelligence_score,momentum_score,HIGH,HIGH,DOWN,8,684,62.5,62.5,50.0,5.0531636884122575,9.365721583923445,-16.780536128653658,0.06507053005021679,-0.09270405844155845,-1.5573506172839506,1.9144089108910889,0.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
CHOPPY,intelligence_score,momentum_score,LOW,HIGH,DOWN,6,250,50.0,33.33333333333333,50.0,2.9593106642769613,-1.2949994897353179,-22.792792792792802,0.06495814838778617,0.0314039488636363,-2.582804347826087,3.377384999999999,0.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_DOWN,volatility_score,liquidity_score,HIGH,HIGH,DOWN,6,489,50.0,50.0,66.66666666666666,-0.246356377769492,-4.793043620196398,-21.323796306181272,0.05919755769843682,0.18007681762545896,-1.9482918918918917,1.816315573770492,2.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_DOWN,trend_score,volatility_score,HIGH,LOW,DOWN,8,963,50.0,50.0,37.5,-3.4439273983118106,0.29027980881302895,-28.693323152036847,0.052760010442098104,-0.4998407274590164,-1.4733960784313724,2.8239478723404257,-2.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_DOWN,trend_score,momentum_score,HIGH,LOW,DOWN,8,657,50.0,50.0,50.0,-4.243423628780968,-0.25861013487267215,-31.04770055001383,0.03740631669173761,0.11539279324894529,-1.6216382608695654,2.1475688524590164,0.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_UP,volatility_score,liquidity_score,LOW,LOW,DOWN,7,466,57.14285714285714,42.857142857142854,71.42857142857143,0.8607998458057813,-3.131932889628402,-16.56342250569755,0.01109012787223396,0.2028607142857142,-1.5995530864197534,0.8964895833333334,3.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_DOWN,trend_score,volatility_score,LOW,HIGH,DOWN,6,586,50.0,50.0,50.0,0.3745664281290022,-7.993255176117394,-25.800035447724454,0.005367498596397217,0.12480091516791342,-2.305650000000001,2.234406474820144,0.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_UP,momentum_score,volatility_score,LOW,HIGH,DOWN,7,311,57.14285714285714,57.14285714285714,57.14285714285714,0.5007866013100569,1.8362432269717104,-19.325364396489224,-7.898416719826733e-05,0.1868527272727273,-1.9751655172413796,1.0525782608695653,1.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_DOWN,change_pct,momentum_score,HIGH,LOW,DOWN,7,336,57.14285714285714,57.14285714285714,57.14285714285714,4.547947670032856,3.7082601054481543,-16.207320912395193,-0.00981144453870299,0.1704897435897436,-2.618327272727273,1.4958583333333335,1.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_UP,intelligence_score,relative_strength,LOW,HIGH,DOWN,8,433,62.5,50.0,50.0,1.222895110338063,-0.4888911667754101,-19.777241009125074,-0.00989354116072716,-0.04957204968944101,-0.9862703125,1.7331136363636366,0.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_DOWN,change_pct,trend_score,LOW,HIGH,DOWN,8,694,50.0,62.5,50.0,-3.0851722237383825,1.1283035948692266,-27.26887309794381,-0.013283931254034376,0.05298898217705115,-1.728453543307087,2.0959677966101693,0.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
CHOPPY,trend_score,volatility_score,LOW,LOW,DOWN,7,374,85.71428571428571,42.857142857142854,28.57142857142857,2.1679847983332468,-0.8126901347240363,-28.507078507078518,-0.02673318599925994,-0.2613333333333333,-2.710074683544304,3.693653571428571,-3.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
CHOPPY,trend_score,liquidity_score,HIGH,HIGH,DOWN,6,376,83.33333333333334,66.66666666666666,50.0,1.681014163747261,2.3182353790606527,-13.45894801759255,-0.03079203733619861,-0.04189028751753151,-0.934044827586207,1.0493263157894737,0.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_DOWN,intelligence_score,trend_score,LOW,HIGH,UP,8,352,62.5,62.5,62.5,3.5562959514021184,3.196683501023344,-22.276870614466525,-0.03751642592130433,0.21843953349282297,-2.369497101449276,1.842425,2.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_DOWN,trend_score,liquidity_score,HIGH,LOW,UP,8,494,62.5,50.0,50.0,4.210352554356561,3.2757893490493384,-27.21574411208923,-0.04183570224930866,0.10773731481481474,-1.984826923076923,1.581254794520548,0.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
CHOPPY,intelligence_score,liquidity_score,LOW,LOW,DOWN,6,317,50.0,50.0,50.0,2.739914963390001,0.11207935991992102,-16.967719947417113,-0.04213985379052538,0.0869009413778349,-2.703897368421053,1.980492105263158,0.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_UP,change_pct,liquidity_score,HIGH,LOW,DOWN,8,524,62.5,50.0,62.5,-0.789137619899384,-0.429656946771626,-25.864197530864203,-0.045521612019625596,0.06858376404494375,-1.3347786666666668,1.678632857142857,2.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_DOWN,relative_strength,volatility_score,HIGH,HIGH,DOWN,6,492,50.0,50.0,50.0,1.733998518818595,-2.868343754336573,-19.86446616264061,-0.047460221285929104,-0.0435732174688056,-1.6425823529411767,1.6689017543859648,0.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
CHOPPY,relative_strength,volatility_score,HIGH,LOW,DOWN,8,430,50.0,50.0,50.0,3.0151211320471747,-0.08614167416686769,-9.44892295493591,-0.049864584284897456,-0.0780568131868132,-2.428863265306123,2.397134615384615,0.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_DOWN,relative_strength,momentum_score,HIGH,LOW,DOWN,8,730,50.0,62.5,50.0,2.8182294025405485,2.098812486161531,-17.190669371196755,-0.05209569361658095,0.08447855831037646,-1.7735527777777778,1.0498288888888887,0.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
CHOPPY,intelligence_score,volatility_score,LOW,LOW,DOWN,7,418,71.42857142857143,42.857142857142854,28.57142857142857,4.44867184782487,-0.10043942247331472,-28.999689344516945,-0.05669361825052577,-0.2152567901234567,-2.797815942028985,3.230382758620689,-3.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_DOWN,change_pct,relative_strength,LOW,HIGH,DOWN,8,560,62.5,62.5,62.5,3.2271377672477377,6.927571299726477,-23.399819697994136,-0.06035702390865527,0.15937782051282046,-2.1090527027027024,1.3165739130434782,2.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_UP,relative_strength,volatility_score,LOW,HIGH,DOWN,7,418,57.14285714285714,57.14285714285714,42.857142857142854,0.8380505813984632,0.9977324263038554,-16.475615887380595,-0.06941335050947606,-0.3708489795918367,-1.3173594594594598,1.1091865384615385,-1.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_UP,change_pct,relative_strength,HIGH,LOW,UP,6,303,66.66666666666666,33.33333333333333,83.33333333333334,-1.9719599984951952,-1.5525366550434008,-23.845541938006463,-0.07822629515833256,0.0889485576923077,-2.2976740740740738,1.290618965517241,4.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
CHOPPY,intelligence_score,volatility_score,HIGH,LOW,DOWN,6,353,50.0,50.0,50.0,-0.21479359373957507,0.07558061759373302,-21.353684859697815,-0.08036018372487967,-0.3630707789179104,-1.18288,1.610154761904762,0.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
CHOPPY,volatility_score,liquidity_score,LOW,HIGH,DOWN,8,554,50.0,62.5,50.0,4.0435645788193675,1.488294909555595,-8.390721896734856,-0.0938602198949531,0.288482170880558,-2.406510526315789,0.974825,0.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
CHOPPY,intelligence_score,liquidity_score,HIGH,HIGH,DOWN,6,417,83.33333333333334,66.66666666666666,50.0,2.049830385366974,4.0004235700068556,-16.14535152636448,-0.0981443440584247,0.07170705172413794,-1.0471811594202896,1.0909218750000005,0.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
CHOPPY,trend_score,volatility_score,HIGH,LOW,DOWN,6,415,66.66666666666666,66.66666666666666,33.33333333333333,2.4627482094739097,4.688843937881163,-18.45513413506013,-0.0990642564819023,-0.5149002090592334,-1.17342,1.7864152173913044,-2.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_UP,relative_strength,momentum_score,LOW,HIGH,UP,7,468,71.42857142857143,57.14285714285714,71.42857142857143,-0.7182452030383532,1.8125177003681685,-18.660356752821272,-0.10246881734460667,0.3063207792207792,-1.989294,0.9545719298245612,3.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_DOWN,momentum_score,volatility_score,HIGH,HIGH,DOWN,6,296,50.0,50.0,50.0,2.036285187257652,-4.715423153231667,-20.62204192021637,-0.12722727268178088,-0.13941504329004328,-2.297685714285714,1.87281282051282,0.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_UP,change_pct,volatility_score,HIGH,HIGH,DOWN,7,439,57.14285714285714,57.14285714285714,42.857142857142854,3.6612401167427313,0.22159959246052097,-14.753086419753092,-0.14521803344043285,-0.1916999999999999,-1.3255112903225803,0.9288674418604652,-1.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
CHOPPY,change_pct,liquidity_score,LOW,HIGH,DOWN,5,324,60.0,60.0,40.0,3.9644894501845487,7.540886113589053,-4.6992929212679755,-0.1453726381749652,-0.5313723684210526,-1.1737125,0.986327659574468,-1.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_DOWN,change_pct,volatility_score,HIGH,HIGH,DOWN,6,388,66.66666666666666,66.66666666666666,50.0,6.281758219023814,6.742568186598316,-19.067228469787153,-0.1462725431689267,-0.20534461538461535,-2.1779241379310346,1.7868113402061852,0.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_DOWN,relative_strength,trend_score,LOW,HIGH,DOWN,8,559,62.5,62.5,50.0,-0.1383545348386379,1.158809890190799,-26.898110386079402,-0.14643442342474,-0.07307458333333333,-1.822118421052632,1.8890046875,0.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_UP,relative_strength,liquidity_score,HIGH,HIGH,DOWN,8,716,75.0,75.0,50.0,7.52386694018843,6.5084221573956995,-16.134467801134473,-0.15566735039823945,0.022126179453262854,-1.4289179856115108,1.6212702702702704,0.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
CHOPPY,change_pct,volatility_score,HIGH,LOW,DOWN,7,425,57.14285714285714,71.42857142857143,57.14285714285714,5.12419817399918,4.187186867071738,-11.758310034172112,-0.1825089489418359,0.0059105263157894,-2.3433818181818182,2.5675413793103457,1.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_UP,momentum_score,liquidity_score,HIGH,LOW,DOWN,8,602,50.0,50.0,37.5,-0.5434306585239845,-1.5492337672787357,-25.275962236746558,-0.18998526685521056,-0.3377676574885274,-1.5812698795180724,1.0779438356164384,-2.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_UP,change_pct,volatility_score,LOW,HIGH,DOWN,6,326,50.0,50.0,50.0,2.822823503119379,0.5120154673875774,-15.491716066271472,-0.19437022891374567,-0.1156487900078064,-1.7653571428571428,0.8893348837209301,0.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
CHOPPY,momentum_score,volatility_score,HIGH,LOW,DOWN,7,397,57.14285714285714,57.14285714285714,42.857142857142854,3.2589661731900637,1.0329161666380884,-13.020351526364479,-0.20716967670217604,-0.4358923076923078,-2.4769896551724138,2.4234714285714283,-1.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_UP,relative_strength,liquidity_score,LOW,HIGH,DOWN,8,772,50.0,37.5,62.5,5.604148224047606,-1.7697178539119918,-7.684407096171803,-0.21000768450630714,0.18946308677098145,-1.5385659090909087,0.81988,2.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
CHOPPY,relative_strength,momentum_score,HIGH,HIGH,DOWN,7,504,57.14285714285714,57.14285714285714,28.57142857142857,3.298157702204352,0.957761635727735,-12.565806071819026,-0.21622081336577706,-0.334563492063492,-2.289142,2.315717857142857,-3.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_UP,relative_strength,liquidity_score,HIGH,LOW,DOWN,8,461,62.5,50.0,50.0,1.5763363071866512,0.5809913316785149,-22.054673721340396,-0.22555749707911527,-0.16247810559006215,-1.3849172413793105,1.0807232142857142,0.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
CHOPPY,relative_strength,liquidity_score,HIGH,HIGH,DOWN,8,397,87.5,75.0,50.0,4.941242254145141,4.203489485978235,-7.585568917668823,-0.2260809353541169,-0.0944189097744361,-2.177167741935484,0.8866809523809523,0.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
CHOPPY,intelligence_score,relative_strength,HIGH,LOW,DOWN,5,185,60.0,80.0,40.0,3.2438621049143244,6.748645879080662,-18.575907081920032,-0.23226797043191455,-0.4929260869565217,-1.4595242424242425,1.1921027777777775,-1.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_UP,change_pct,intelligence_score,HIGH,HIGH,DOWN,8,853,75.0,62.5,37.5,6.18078968221213,7.226320742340228,-20.864197530864203,-0.2360670245920282,-0.18745619753086423,-1.857704,1.6058428571428571,-2.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
CHOPPY,relative_strength,trend_score,HIGH,HIGH,DOWN,6,364,66.66666666666666,50.0,33.33333333333333,0.7252878646810021,-0.5122500506522485,-16.743755781683628,-0.2441202293901591,-0.18130791666666665,-1.6531807228915665,1.0947893617021276,-2.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_UP,momentum_score,liquidity_score,LOW,HIGH,DOWN,8,549,62.5,62.5,50.0,6.8463424301853655,2.807948402385584,-15.094966761633433,-0.24732436444500525,-0.07093333333333329,-1.570407894736842,0.939625641025641,0.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_UP,change_pct,liquidity_score,LOW,HIGH,DOWN,8,639,50.0,50.0,50.0,6.320624283442049,0.6217708966860762,-5.864197530864203,-0.24791767809053433,0.05672530612244894,-1.6154244897959185,0.7823169491525425,0.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
CHOPPY,change_pct,relative_strength,HIGH,HIGH,DOWN,7,527,57.14285714285714,42.857142857142854,28.57142857142857,2.8697795967878768,-2.252572675107878,-13.826803139267703,-0.25058296524277746,-0.2246352112676056,-2.3867226415094343,2.1566666666666663,-3.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
CHOPPY,intelligence_score,momentum_score,LOW,LOW,DOWN,6,371,66.66666666666666,66.66666666666666,50.0,6.3752731482040375,3.6547738172079,-7.922289436947416,-0.25303442910195434,-0.07321237468671675,-2.6679848484848487,1.4468056603773582,0.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
CHOPPY,trend_score,liquidity_score,HIGH,LOW,UP,5,234,60.0,60.0,40.0,1.8084741851558093,5.551005551005559,-16.22718052738336,-0.2545510738126347,-0.3171939393939394,-1.968893103448276,1.3698666666666666,-1.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_DOWN,momentum_score,volatility_score,LOW,HIGH,DOWN,7,682,57.14285714285714,42.857142857142854,57.14285714285714,4.82307977960481,-2.1740928357283167,-26.54796784614229,-0.2546158767228624,0.0953470588235294,-2.5873,1.7383962121212122,1.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
CHOPPY,intelligence_score,trend_score,HIGH,HIGH,DOWN,6,461,66.66666666666666,83.33333333333334,33.33333333333333,2.6829873698589943,2.6000024676734803,-14.076689554533495,-0.2635523902156941,-0.35354698327359607,-1.277297222222222,0.9723577464788732,-2.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_UP,intelligence_score,relative_strength,HIGH,HIGH,DOWN,8,744,75.0,75.0,37.5,7.479846690668257,9.377104578608584,-18.591470258136933,-0.26704248746494086,-0.22400006720430105,-1.849464,1.621930303030303,-2.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_UP,trend_score,momentum_score,HIGH,LOW,DOWN,8,352,50.0,50.0,50.0,3.7778904969579856,5.129709313683637,-20.864197530864203,-0.28037087596787347,-0.1687571033720288,-2.895391666666667,1.2068956521739131,0.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
CHOPPY,intelligence_score,relative_strength,LOW,LOW,DOWN,6,354,66.66666666666666,66.66666666666666,50.0,7.876239001141042,3.3516294382892013,-7.188434251037442,-0.2820812124437047,-0.05108358208955224,-2.6329820512820508,1.2391772727272723,0.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
CHOPPY,relative_strength,momentum_score,LOW,LOW,DOWN,7,463,71.42857142857143,57.14285714285714,42.857142857142854,4.179106155469837,1.1447811447811418,-8.68701819303115,-0.28577012292226495,-0.3660782608695653,-2.454909375,1.3075386666666666,-1.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_UP,relative_strength,volatility_score,HIGH,HIGH,DOWN,6,352,83.33333333333334,66.66666666666666,33.33333333333333,6.581851524047308,6.917507947142099,-17.794022092267713,-0.29146567553597497,-0.4346301203590369,-1.587115,0.9038912280701756,-2.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
CHOPPY,change_pct,momentum_score,HIGH,HIGH,DOWN,7,572,71.42857142857143,71.42857142857143,28.57142857142857,4.819487065828276,2.35690235690236,-14.291537967042444,-0.31574463850671897,-0.3183516666666667,-2.371138333333333,2.032748387096775,-3.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_UP,intelligence_score,liquidity_score,HIGH,LOW,DOWN,7,275,57.14285714285714,57.14285714285714,28.57142857142857,4.292690370499716,3.912653132149785,-17.75137338051245,-0.31771429695466197,-0.1443795454545454,-1.6378851851851852,1.0908026315789474,-3.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
