batch_id,batch_priority,queue_priority,research_priority,scenario_id,primary_scenario,fingerprint,candidate,scenario_observations,oos_windows,target_oos_windows,oos_gap_to_target,eligibility_status,queue_action,batch_action,batch_reason,batch_rank
BATCH_036,P3,P3,LOW,UNEXPLORED_4,FLAT,e9bef98c2da50652,TRACK_C_SCENARIO_WEAPON,1,0,10,10,INSUFFICIENT_SCENARIO_HISTORY,WAIT_FOR_SCENARIO_HISTORY,WAIT_FOR_SCENARIO_HISTORY,UNEXPLORED_4 does not currently have sufficient scenario history for immediate OOS research.,36
BATCH_037,P3,P3,LOW,UNEXPLORED_40,HIGH_VOL,0c9a77d1b82b9eb1,TRACK_B_BASELINE_FAILURE,2,0,10,10,INSUFFICIENT_SCENARIO_HISTORY,WAIT_FOR_SCENARIO_HISTORY,WAIT_FOR_SCENARIO_HISTORY,UNEXPLORED_40 does not currently have sufficient scenario history for immediate OOS research.,37
BATCH_037,P3,P3,LOW,UNEXPLORED_40,HIGH_VOL,0c9a77d1b82b9eb1,TRACK_B_CONDITIONAL_SCORE,2,0,10,10,INSUFFICIENT_SCENARIO_HISTORY,WAIT_FOR_SCENARIO_HISTORY,WAIT_FOR_SCENARIO_HISTORY,UNEXPLORED_40 does not currently have sufficient scenario history for immediate OOS research.,37
BATCH_037,P3,P3,LOW,UNEXPLORED_40,HIGH_VOL,0c9a77d1b82b9eb1,TRACK_B_FACTOR_AGREEMENT,2,0,10,10,INSUFFICIENT_SCENARIO_HISTORY,WAIT_FOR_SCENARIO_HISTORY,WAIT_FOR_SCENARIO_HISTORY,UNEXPLORED_40 does not currently have sufficient scenario history for immediate OOS research.,37
BATCH_037,P3,P3,LOW,UNEXPLORED_40,HIGH_VOL,0c9a77d1b82b9eb1,TRACK_C_FACTOR_INTERACTION,2,0,10,10,INSUFFICIENT_SCENARIO_HISTORY,WAIT_FOR_SCENARIO_HISTORY,WAIT_FOR_SCENARIO_HISTORY,UNEXPLORED_40 does not currently have sufficient scenario history for immediate OOS research.,37
BATCH_037,P3,P3,LOW,UNEXPLORED_40,HIGH_VOL,0c9a77d1b82b9eb1,TRACK_C_REGIME_AWARE,2,0,10,10,INSUFFICIENT_SCENARIO_HISTORY,WAIT_FOR_SCENARIO_HISTORY,WAIT_FOR_SCENARIO_HISTORY,UNEXPLORED_40 does not currently have sufficient scenario history for immediate OOS research.,37
BATCH_037,P3,P3,LOW,UNEXPLORED_40,HIGH_VOL,0c9a77d1b82b9eb1,TRACK_C_SCENARIO_WEAPON,2,0,10,10,INSUFFICIENT_SCENARIO_HISTORY,WAIT_FOR_SCENARIO_HISTORY,WAIT_FOR_SCENARIO_HISTORY,UNEXPLORED_40 does not currently have sufficient scenario history for immediate OOS research.,37
BATCH_038,P3,P3,LOW,UNEXPLORED_41,HIGH_VOL,3ae33daf9fd2cc89,TRACK_B_BASELINE_FAILURE,1,0,10,10,INSUFFICIENT_SCENARIO_HISTORY,WAIT_FOR_SCENARIO_HISTORY,WAIT_FOR_SCENARIO_HISTORY,UNEXPLORED_41 does not currently have sufficient scenario history for immediate OOS research.,38
BATCH_038,P3,P3,LOW,UNEXPLORED_41,HIGH_VOL,3ae33daf9fd2cc89,TRACK_B_CONDITIONAL_SCORE,1,0,10,10,INSUFFICIENT_SCENARIO_HISTORY,WAIT_FOR_SCENARIO_HISTORY,WAIT_FOR_SCENARIO_HISTORY,UNEXPLORED_41 does not currently have sufficient scenario history for immediate OOS research.,38
BATCH_038,P3,P3,LOW,UNEXPLORED_41,HIGH_VOL,3ae33daf9fd2cc89,TRACK_B_FACTOR_AGREEMENT,1,0,10,10,INSUFFICIENT_SCENARIO_HISTORY,WAIT_FOR_SCENARIO_HISTORY,WAIT_FOR_SCENARIO_HISTORY,UNEXPLORED_41 does not currently have sufficient scenario history for immediate OOS research.,38
BATCH_038,P3,P3,LOW,UNEXPLORED_41,HIGH_VOL,3ae33daf9fd2cc89,TRACK_C_FACTOR_INTERACTION,1,0,10,10,INSUFFICIENT_SCENARIO_HISTORY,WAIT_FOR_SCENARIO_HISTORY,WAIT_FOR_SCENARIO_HISTORY,UNEXPLORED_41 does not currently have sufficient scenario history for immediate OOS research.,38
