scenario_id,primary_scenario,fingerprint,candidate,scenario_observations,candidate_oos_dates,overlap_oos_dates,overlap_pct_of_scenario,current_oos_windows,target_oos_windows,queue_priority,queue_action,research_priority,methodology_min_observations,execution_readiness,readiness_reason
UNEXPLORED_16,TREND_UP,ee5597a108fed5c1,TRACK_C_SCENARIO_WEAPON,23,0,0,0.0,0,10,P1,START_OOS_RESEARCH,HIGH,140,BLOCKED_NO_HOLDOUT,Track-C adapter requires 140 chronological observations; scenario has only 23.
UNEXPLORED_17,CHOPPY,3c9f74d9ff46c9aa,TRACK_B_BASELINE_FAILURE,15,100,4,26.67,0,10,P2,START_OOS_RESEARCH,MEDIUM,20,BLOCKED_NO_HOLDOUT,Only 4 exact overlapping OOS dates; existing Track-B holdout path requires >=20 observations.
UNEXPLORED_17,CHOPPY,3c9f74d9ff46c9aa,TRACK_B_CONDITIONAL_SCORE,15,100,4,26.67,0,10,P2,START_OOS_RESEARCH,MEDIUM,20,BLOCKED_NO_HOLDOUT,Only 4 exact overlapping OOS dates; existing Track-B holdout path requires >=20 observations.
UNEXPLORED_17,CHOPPY,3c9f74d9ff46c9aa,TRACK_B_FACTOR_AGREEMENT,15,100,4,26.67,0,10,P2,START_OOS_RESEARCH,MEDIUM,20,BLOCKED_NO_HOLDOUT,Only 4 exact overlapping OOS dates; existing Track-B holdout path requires >=20 observations.
UNEXPLORED_17,CHOPPY,3c9f74d9ff46c9aa,TRACK_C_FACTOR_INTERACTION,15,0,0,0.0,0,10,P2,START_OOS_RESEARCH,MEDIUM,140,BLOCKED_NO_HOLDOUT,Track-C adapter requires 140 chronological observations; scenario has only 15.
UNEXPLORED_17,CHOPPY,3c9f74d9ff46c9aa,TRACK_C_REGIME_AWARE,15,0,0,0.0,0,10,P2,START_OOS_RESEARCH,MEDIUM,140,BLOCKED_NO_HOLDOUT,Track-C adapter requires 140 chronological observations; scenario has only 15.
UNEXPLORED_17,CHOPPY,3c9f74d9ff46c9aa,TRACK_C_SCENARIO_WEAPON,15,0,0,0.0,0,10,P2,START_OOS_RESEARCH,MEDIUM,140,BLOCKED_NO_HOLDOUT,Track-C adapter requires 140 chronological observations; scenario has only 15.
UNEXPLORED_21,TREND_DOWN,e3647c9a4d3c5632,TRACK_B_BASELINE_FAILURE,12,100,5,41.67,0,10,P2,START_OOS_RESEARCH,MEDIUM,20,BLOCKED_NO_HOLDOUT,Only 5 exact overlapping OOS dates; existing Track-B holdout path requires >=20 observations.
UNEXPLORED_21,TREND_DOWN,e3647c9a4d3c5632,TRACK_B_CONDITIONAL_SCORE,12,100,5,41.67,0,10,P2,START_OOS_RESEARCH,MEDIUM,20,BLOCKED_NO_HOLDOUT,Only 5 exact overlapping OOS dates; existing Track-B holdout path requires >=20 observations.
UNEXPLORED_21,TREND_DOWN,e3647c9a4d3c5632,TRACK_B_FACTOR_AGREEMENT,12,100,5,41.67,0,10,P2,START_OOS_RESEARCH,MEDIUM,20,BLOCKED_NO_HOLDOUT,Only 5 exact overlapping OOS dates; existing Track-B holdout path requires >=20 observations.
UNEXPLORED_21,TREND_DOWN,e3647c9a4d3c5632,TRACK_C_FACTOR_INTERACTION,12,0,0,0.0,0,10,P2,START_OOS_RESEARCH,MEDIUM,140,BLOCKED_NO_HOLDOUT,Track-C adapter requires 140 chronological observations; scenario has only 12.
UNEXPLORED_21,TREND_DOWN,e3647c9a4d3c5632,TRACK_C_REGIME_AWARE,12,0,0,0.0,0,10,P2,START_OOS_RESEARCH,MEDIUM,140,BLOCKED_NO_HOLDOUT,Track-C adapter requires 140 chronological observations; scenario has only 12.
UNEXPLORED_21,TREND_DOWN,e3647c9a4d3c5632,TRACK_C_SCENARIO_WEAPON,12,0,0,0.0,0,10,P2,START_OOS_RESEARCH,MEDIUM,140,BLOCKED_NO_HOLDOUT,Track-C adapter requires 140 chronological observations; scenario has only 12.
UNEXPLORED_25,TREND_UP,462b4025dc9ef2d4,TRACK_B_BASELINE_FAILURE,11,100,4,36.36,0,10,P2,START_OOS_RESEARCH,MEDIUM,20,BLOCKED_NO_HOLDOUT,Only 4 exact overlapping OOS dates; existing Track-B holdout path requires >=20 observations.
UNEXPLORED_25,TREND_UP,462b4025dc9ef2d4,TRACK_B_CONDITIONAL_SCORE,11,100,4,36.36,0,10,P2,START_OOS_RESEARCH,MEDIUM,20,BLOCKED_NO_HOLDOUT,Only 4 exact overlapping OOS dates; existing Track-B holdout path requires >=20 observations.
UNEXPLORED_25,TREND_UP,462b4025dc9ef2d4,TRACK_B_FACTOR_AGREEMENT,11,100,4,36.36,0,10,P2,START_OOS_RESEARCH,MEDIUM,20,BLOCKED_NO_HOLDOUT,Only 4 exact overlapping OOS dates; existing Track-B holdout path requires >=20 observations.
UNEXPLORED_25,TREND_UP,462b4025dc9ef2d4,TRACK_C_FACTOR_INTERACTION,11,0,0,0.0,0,10,P2,START_OOS_RESEARCH,MEDIUM,140,BLOCKED_NO_HOLDOUT,Track-C adapter requires 140 chronological observations; scenario has only 11.
UNEXPLORED_25,TREND_UP,462b4025dc9ef2d4,TRACK_C_REGIME_AWARE,11,0,0,0.0,0,10,P2,START_OOS_RESEARCH,MEDIUM,140,BLOCKED_NO_HOLDOUT,Track-C adapter requires 140 chronological observations; scenario has only 11.
UNEXPLORED_25,TREND_UP,462b4025dc9ef2d4,TRACK_C_SCENARIO_WEAPON,11,0,0,0.0,0,10,P2,START_OOS_RESEARCH,MEDIUM,140,BLOCKED_NO_HOLDOUT,Track-C adapter requires 140 chronological observations; scenario has only 11.
UNEXPLORED_28,TREND_DOWN,17c4bc482d33330e,TRACK_B_BASELINE_FAILURE,11,100,8,72.73,0,10,P2,START_OOS_RESEARCH,MEDIUM,20,BLOCKED_NO_HOLDOUT,Only 8 exact overlapping OOS dates; existing Track-B holdout path requires >=20 observations.
UNEXPLORED_28,TREND_DOWN,17c4bc482d33330e,TRACK_B_CONDITIONAL_SCORE,11,100,8,72.73,0,10,P2,START_OOS_RESEARCH,MEDIUM,20,BLOCKED_NO_HOLDOUT,Only 8 exact overlapping OOS dates; existing Track-B holdout path requires >=20 observations.
UNEXPLORED_28,TREND_DOWN,17c4bc482d33330e,TRACK_B_FACTOR_AGREEMENT,11,100,8,72.73,0,10,P2,START_OOS_RESEARCH,MEDIUM,20,BLOCKED_NO_HOLDOUT,Only 8 exact overlapping OOS dates; existing Track-B holdout path requires >=20 observations.
UNEXPLORED_28,TREND_DOWN,17c4bc482d33330e,TRACK_C_FACTOR_INTERACTION,11,0,0,0.0,0,10,P2,START_OOS_RESEARCH,MEDIUM,140,BLOCKED_NO_HOLDOUT,Track-C adapter requires 140 chronological observations; scenario has only 11.
UNEXPLORED_28,TREND_DOWN,17c4bc482d33330e,TRACK_C_REGIME_AWARE,11,0,0,0.0,0,10,P2,START_OOS_RESEARCH,MEDIUM,140,BLOCKED_NO_HOLDOUT,Track-C adapter requires 140 chronological observations; scenario has only 11.
UNEXPLORED_28,TREND_DOWN,17c4bc482d33330e,TRACK_C_SCENARIO_WEAPON,11,0,0,0.0,0,10,P2,START_OOS_RESEARCH,MEDIUM,140,BLOCKED_NO_HOLDOUT,Track-C adapter requires 140 chronological observations; scenario has only 11.
UNEXPLORED_14,TREND_UP,0488aa61a160ea49,TRACK_B_BASELINE_FAILURE,10,100,1,10.0,0,10,P2,START_OOS_RESEARCH,MEDIUM,20,BLOCKED_NO_HOLDOUT,Only 1 exact overlapping OOS dates; existing Track-B holdout path requires >=20 observations.
