scenario_id,primary_scenario,fingerprint,candidate,scenario_observations,candidate_oos_dates,overlap_oos_dates,overlap_pct_of_scenario,current_oos_windows,target_oos_windows,queue_priority,queue_action,research_priority,methodology_min_observations,execution_readiness,readiness_reason
UNEXPLORED_14,TREND_UP,0488aa61a160ea49,TRACK_B_CONDITIONAL_SCORE,10,100,1,10.0,0,10,P2,START_OOS_RESEARCH,MEDIUM,20,BLOCKED_NO_HOLDOUT,Only 1 exact overlapping OOS dates; existing Track-B holdout path requires >=20 observations.
UNEXPLORED_14,TREND_UP,0488aa61a160ea49,TRACK_B_FACTOR_AGREEMENT,10,100,1,10.0,0,10,P2,START_OOS_RESEARCH,MEDIUM,20,BLOCKED_NO_HOLDOUT,Only 1 exact overlapping OOS dates; existing Track-B holdout path requires >=20 observations.
UNEXPLORED_14,TREND_UP,0488aa61a160ea49,TRACK_C_FACTOR_INTERACTION,10,0,0,0.0,0,10,P2,START_OOS_RESEARCH,MEDIUM,140,BLOCKED_NO_HOLDOUT,Track-C adapter requires 140 chronological observations; scenario has only 10.
UNEXPLORED_14,TREND_UP,0488aa61a160ea49,TRACK_C_REGIME_AWARE,10,0,0,0.0,0,10,P2,START_OOS_RESEARCH,MEDIUM,140,BLOCKED_NO_HOLDOUT,Track-C adapter requires 140 chronological observations; scenario has only 10.
UNEXPLORED_14,TREND_UP,0488aa61a160ea49,TRACK_C_SCENARIO_WEAPON,10,0,0,0.0,0,10,P2,START_OOS_RESEARCH,MEDIUM,140,BLOCKED_NO_HOLDOUT,Track-C adapter requires 140 chronological observations; scenario has only 10.
UNEXPLORED_33,TREND_DOWN,988b3f1605642100,TRACK_C_FACTOR_INTERACTION,10,0,0,0.0,0,10,P2,START_OOS_RESEARCH,MEDIUM,140,BLOCKED_NO_HOLDOUT,Track-C adapter requires 140 chronological observations; scenario has only 10.
UNEXPLORED_33,TREND_DOWN,988b3f1605642100,TRACK_C_REGIME_AWARE,10,0,0,0.0,0,10,P2,START_OOS_RESEARCH,MEDIUM,140,BLOCKED_NO_HOLDOUT,Track-C adapter requires 140 chronological observations; scenario has only 10.
UNEXPLORED_33,TREND_DOWN,988b3f1605642100,TRACK_C_SCENARIO_WEAPON,10,0,0,0.0,0,10,P2,START_OOS_RESEARCH,MEDIUM,140,BLOCKED_NO_HOLDOUT,Track-C adapter requires 140 chronological observations; scenario has only 10.
UNEXPLORED_48,LOW_VOL,c80defeab6d188b3,TRACK_B_BASELINE_FAILURE,8,100,0,0.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,20,BLOCKED_NO_HOLDOUT,Only 0 exact overlapping OOS dates; existing Track-B holdout path requires >=20 observations.
UNEXPLORED_48,LOW_VOL,c80defeab6d188b3,TRACK_B_CONDITIONAL_SCORE,8,100,0,0.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,20,BLOCKED_NO_HOLDOUT,Only 0 exact overlapping OOS dates; existing Track-B holdout path requires >=20 observations.
UNEXPLORED_48,LOW_VOL,c80defeab6d188b3,TRACK_B_FACTOR_AGREEMENT,8,100,0,0.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,20,BLOCKED_NO_HOLDOUT,Only 0 exact overlapping OOS dates; existing Track-B holdout path requires >=20 observations.
UNEXPLORED_48,LOW_VOL,c80defeab6d188b3,TRACK_C_FACTOR_INTERACTION,8,0,0,0.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,140,BLOCKED_NO_HOLDOUT,Track-C adapter requires 140 chronological observations; scenario has only 8.
UNEXPLORED_48,LOW_VOL,c80defeab6d188b3,TRACK_C_REGIME_AWARE,8,0,0,0.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,140,BLOCKED_NO_HOLDOUT,Track-C adapter requires 140 chronological observations; scenario has only 8.
UNEXPLORED_48,LOW_VOL,c80defeab6d188b3,TRACK_C_SCENARIO_WEAPON,8,0,0,0.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,140,BLOCKED_NO_HOLDOUT,Track-C adapter requires 140 chronological observations; scenario has only 8.
UNEXPLORED_29,TREND_DOWN,f8d582f6f5eae30a,TRACK_B_BASELINE_FAILURE,6,100,4,66.67,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,20,BLOCKED_NO_HOLDOUT,Only 4 exact overlapping OOS dates; existing Track-B holdout path requires >=20 observations.
UNEXPLORED_29,TREND_DOWN,f8d582f6f5eae30a,TRACK_B_CONDITIONAL_SCORE,6,100,4,66.67,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,20,BLOCKED_NO_HOLDOUT,Only 4 exact overlapping OOS dates; existing Track-B holdout path requires >=20 observations.
UNEXPLORED_29,TREND_DOWN,f8d582f6f5eae30a,TRACK_B_FACTOR_AGREEMENT,6,100,4,66.67,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,20,BLOCKED_NO_HOLDOUT,Only 4 exact overlapping OOS dates; existing Track-B holdout path requires >=20 observations.
UNEXPLORED_29,TREND_DOWN,f8d582f6f5eae30a,TRACK_C_FACTOR_INTERACTION,6,0,0,0.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,140,BLOCKED_NO_HOLDOUT,Track-C adapter requires 140 chronological observations; scenario has only 6.
UNEXPLORED_29,TREND_DOWN,f8d582f6f5eae30a,TRACK_C_REGIME_AWARE,6,0,0,0.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,140,BLOCKED_NO_HOLDOUT,Track-C adapter requires 140 chronological observations; scenario has only 6.
UNEXPLORED_29,TREND_DOWN,f8d582f6f5eae30a,TRACK_C_SCENARIO_WEAPON,6,0,0,0.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,140,BLOCKED_NO_HOLDOUT,Track-C adapter requires 140 chronological observations; scenario has only 6.
UNEXPLORED_50,LOW_VOL,541d282d55435420,TRACK_B_BASELINE_FAILURE,6,100,0,0.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,20,BLOCKED_NO_HOLDOUT,Only 0 exact overlapping OOS dates; existing Track-B holdout path requires >=20 observations.
UNEXPLORED_50,LOW_VOL,541d282d55435420,TRACK_B_CONDITIONAL_SCORE,6,100,0,0.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,20,BLOCKED_NO_HOLDOUT,Only 0 exact overlapping OOS dates; existing Track-B holdout path requires >=20 observations.
UNEXPLORED_50,LOW_VOL,541d282d55435420,TRACK_B_FACTOR_AGREEMENT,6,100,0,0.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,20,BLOCKED_NO_HOLDOUT,Only 0 exact overlapping OOS dates; existing Track-B holdout path requires >=20 observations.
UNEXPLORED_50,LOW_VOL,541d282d55435420,TRACK_C_FACTOR_INTERACTION,6,0,0,0.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,140,BLOCKED_NO_HOLDOUT,Track-C adapter requires 140 chronological observations; scenario has only 6.
UNEXPLORED_50,LOW_VOL,541d282d55435420,TRACK_C_REGIME_AWARE,6,0,0,0.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,140,BLOCKED_NO_HOLDOUT,Track-C adapter requires 140 chronological observations; scenario has only 6.
UNEXPLORED_50,LOW_VOL,541d282d55435420,TRACK_C_SCENARIO_WEAPON,6,0,0,0.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,140,BLOCKED_NO_HOLDOUT,Track-C adapter requires 140 chronological observations; scenario has only 6.
UNEXPLORED_27,FLAT,781a8762235d82c2,TRACK_B_BASELINE_FAILURE,5,100,1,20.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,20,BLOCKED_NO_HOLDOUT,Only 1 exact overlapping OOS dates; existing Track-B holdout path requires >=20 observations.
UNEXPLORED_27,FLAT,781a8762235d82c2,TRACK_B_CONDITIONAL_SCORE,5,100,1,20.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,20,BLOCKED_NO_HOLDOUT,Only 1 exact overlapping OOS dates; existing Track-B holdout path requires >=20 observations.
UNEXPLORED_27,FLAT,781a8762235d82c2,TRACK_B_FACTOR_AGREEMENT,5,100,1,20.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,20,BLOCKED_NO_HOLDOUT,Only 1 exact overlapping OOS dates; existing Track-B holdout path requires >=20 observations.
UNEXPLORED_27,FLAT,781a8762235d82c2,TRACK_C_FACTOR_INTERACTION,5,0,0,0.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,140,BLOCKED_NO_HOLDOUT,Track-C adapter requires 140 chronological observations; scenario has only 5.
UNEXPLORED_27,FLAT,781a8762235d82c2,TRACK_C_REGIME_AWARE,5,0,0,0.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,140,BLOCKED_NO_HOLDOUT,Track-C adapter requires 140 chronological observations; scenario has only 5.
UNEXPLORED_27,FLAT,781a8762235d82c2,TRACK_C_SCENARIO_WEAPON,5,0,0,0.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,140,BLOCKED_NO_HOLDOUT,Track-C adapter requires 140 chronological observations; scenario has only 5.
UNEXPLORED_34,TREND_DOWN,c95d5d654f98d00f,TRACK_B_BASELINE_FAILURE,5,100,5,100.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,20,BLOCKED_NO_HOLDOUT,Only 5 exact overlapping OOS dates; existing Track-B holdout path requires >=20 observations.
UNEXPLORED_34,TREND_DOWN,c95d5d654f98d00f,TRACK_B_CONDITIONAL_SCORE,5,100,5,100.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,20,BLOCKED_NO_HOLDOUT,Only 5 exact overlapping OOS dates; existing Track-B holdout path requires >=20 observations.
UNEXPLORED_34,TREND_DOWN,c95d5d654f98d00f,TRACK_B_FACTOR_AGREEMENT,5,100,5,100.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,20,BLOCKED_NO_HOLDOUT,Only 5 exact overlapping OOS dates; existing Track-B holdout path requires >=20 observations.
UNEXPLORED_34,TREND_DOWN,c95d5d654f98d00f,TRACK_C_FACTOR_INTERACTION,5,0,0,0.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,140,BLOCKED_NO_HOLDOUT,Track-C adapter requires 140 chronological observations; scenario has only 5.
UNEXPLORED_34,TREND_DOWN,c95d5d654f98d00f,TRACK_C_REGIME_AWARE,5,0,0,0.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,140,BLOCKED_NO_HOLDOUT,Track-C adapter requires 140 chronological observations; scenario has only 5.
UNEXPLORED_34,TREND_DOWN,c95d5d654f98d00f,TRACK_C_SCENARIO_WEAPON,5,0,0,0.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,140,BLOCKED_NO_HOLDOUT,Track-C adapter requires 140 chronological observations; scenario has only 5.
UNEXPLORED_18,CHOPPY,805568ee4a55f676,TRACK_B_BASELINE_FAILURE,4,100,2,50.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,20,BLOCKED_NO_HOLDOUT,Only 2 exact overlapping OOS dates; existing Track-B holdout path requires >=20 observations.
UNEXPLORED_18,CHOPPY,805568ee4a55f676,TRACK_B_CONDITIONAL_SCORE,4,100,2,50.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,20,BLOCKED_NO_HOLDOUT,Only 2 exact overlapping OOS dates; existing Track-B holdout path requires >=20 observations.
UNEXPLORED_18,CHOPPY,805568ee4a55f676,TRACK_B_FACTOR_AGREEMENT,4,100,2,50.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,20,BLOCKED_NO_HOLDOUT,Only 2 exact overlapping OOS dates; existing Track-B holdout path requires >=20 observations.
UNEXPLORED_18,CHOPPY,805568ee4a55f676,TRACK_C_FACTOR_INTERACTION,4,0,0,0.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,140,BLOCKED_NO_HOLDOUT,Track-C adapter requires 140 chronological observations; scenario has only 4.
UNEXPLORED_18,CHOPPY,805568ee4a55f676,TRACK_C_REGIME_AWARE,4,0,0,0.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,140,BLOCKED_NO_HOLDOUT,Track-C adapter requires 140 chronological observations; scenario has only 4.
UNEXPLORED_18,CHOPPY,805568ee4a55f676,TRACK_C_SCENARIO_WEAPON,4,0,0,0.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,140,BLOCKED_NO_HOLDOUT,Track-C adapter requires 140 chronological observations; scenario has only 4.
UNEXPLORED_22,TREND_DOWN,7dd654042398d311,TRACK_B_BASELINE_FAILURE,4,100,0,0.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,20,BLOCKED_NO_HOLDOUT,Only 0 exact overlapping OOS dates; existing Track-B holdout path requires >=20 observations.
UNEXPLORED_22,TREND_DOWN,7dd654042398d311,TRACK_B_CONDITIONAL_SCORE,4,100,0,0.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,20,BLOCKED_NO_HOLDOUT,Only 0 exact overlapping OOS dates; existing Track-B holdout path requires >=20 observations.
UNEXPLORED_22,TREND_DOWN,7dd654042398d311,TRACK_B_FACTOR_AGREEMENT,4,100,0,0.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,20,BLOCKED_NO_HOLDOUT,Only 0 exact overlapping OOS dates; existing Track-B holdout path requires >=20 observations.
UNEXPLORED_22,TREND_DOWN,7dd654042398d311,TRACK_C_FACTOR_INTERACTION,4,0,0,0.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,140,BLOCKED_NO_HOLDOUT,Track-C adapter requires 140 chronological observations; scenario has only 4.
UNEXPLORED_22,TREND_DOWN,7dd654042398d311,TRACK_C_REGIME_AWARE,4,0,0,0.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,140,BLOCKED_NO_HOLDOUT,Track-C adapter requires 140 chronological observations; scenario has only 4.
UNEXPLORED_22,TREND_DOWN,7dd654042398d311,TRACK_C_SCENARIO_WEAPON,4,0,0,0.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,140,BLOCKED_NO_HOLDOUT,Track-C adapter requires 140 chronological observations; scenario has only 4.
UNEXPLORED_24,TREND_UP,56b9948f187d1544,TRACK_B_BASELINE_FAILURE,4,100,1,25.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,20,BLOCKED_NO_HOLDOUT,Only 1 exact overlapping OOS dates; existing Track-B holdout path requires >=20 observations.
UNEXPLORED_24,TREND_UP,56b9948f187d1544,TRACK_B_CONDITIONAL_SCORE,4,100,1,25.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,20,BLOCKED_NO_HOLDOUT,Only 1 exact overlapping OOS dates; existing Track-B holdout path requires >=20 observations.
UNEXPLORED_24,TREND_UP,56b9948f187d1544,TRACK_B_FACTOR_AGREEMENT,4,100,1,25.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,20,BLOCKED_NO_HOLDOUT,Only 1 exact overlapping OOS dates; existing Track-B holdout path requires >=20 observations.
UNEXPLORED_24,TREND_UP,56b9948f187d1544,TRACK_C_FACTOR_INTERACTION,4,0,0,0.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,140,BLOCKED_NO_HOLDOUT,Track-C adapter requires 140 chronological observations; scenario has only 4.
UNEXPLORED_24,TREND_UP,56b9948f187d1544,TRACK_C_REGIME_AWARE,4,0,0,0.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,140,BLOCKED_NO_HOLDOUT,Track-C adapter requires 140 chronological observations; scenario has only 4.
UNEXPLORED_24,TREND_UP,56b9948f187d1544,TRACK_C_SCENARIO_WEAPON,4,0,0,0.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,140,BLOCKED_NO_HOLDOUT,Track-C adapter requires 140 chronological observations; scenario has only 4.
UNEXPLORED_35,CHOPPY,82ce59f078fed6c1,TRACK_B_BASELINE_FAILURE,4,100,4,100.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,20,BLOCKED_NO_HOLDOUT,Only 4 exact overlapping OOS dates; existing Track-B holdout path requires >=20 observations.
UNEXPLORED_35,CHOPPY,82ce59f078fed6c1,TRACK_B_CONDITIONAL_SCORE,4,100,4,100.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,20,BLOCKED_NO_HOLDOUT,Only 4 exact overlapping OOS dates; existing Track-B holdout path requires >=20 observations.
UNEXPLORED_35,CHOPPY,82ce59f078fed6c1,TRACK_B_FACTOR_AGREEMENT,4,100,4,100.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,20,BLOCKED_NO_HOLDOUT,Only 4 exact overlapping OOS dates; existing Track-B holdout path requires >=20 observations.
UNEXPLORED_35,CHOPPY,82ce59f078fed6c1,TRACK_C_FACTOR_INTERACTION,4,0,0,0.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,140,BLOCKED_NO_HOLDOUT,Track-C adapter requires 140 chronological observations; scenario has only 4.
UNEXPLORED_35,CHOPPY,82ce59f078fed6c1,TRACK_C_REGIME_AWARE,4,0,0,0.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,140,BLOCKED_NO_HOLDOUT,Track-C adapter requires 140 chronological observations; scenario has only 4.
UNEXPLORED_35,CHOPPY,82ce59f078fed6c1,TRACK_C_SCENARIO_WEAPON,4,0,0,0.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,140,BLOCKED_NO_HOLDOUT,Track-C adapter requires 140 chronological observations; scenario has only 4.
UNEXPLORED_43,TREND_UP,4118ac72c4d880f1,TRACK_B_BASELINE_FAILURE,4,100,4,100.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,20,BLOCKED_NO_HOLDOUT,Only 4 exact overlapping OOS dates; existing Track-B holdout path requires >=20 observations.
UNEXPLORED_43,TREND_UP,4118ac72c4d880f1,TRACK_B_CONDITIONAL_SCORE,4,100,4,100.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,20,BLOCKED_NO_HOLDOUT,Only 4 exact overlapping OOS dates; existing Track-B holdout path requires >=20 observations.
UNEXPLORED_43,TREND_UP,4118ac72c4d880f1,TRACK_B_FACTOR_AGREEMENT,4,100,4,100.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,20,BLOCKED_NO_HOLDOUT,Only 4 exact overlapping OOS dates; existing Track-B holdout path requires >=20 observations.
UNEXPLORED_43,TREND_UP,4118ac72c4d880f1,TRACK_C_FACTOR_INTERACTION,4,0,0,0.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,140,BLOCKED_NO_HOLDOUT,Track-C adapter requires 140 chronological observations; scenario has only 4.
UNEXPLORED_43,TREND_UP,4118ac72c4d880f1,TRACK_C_REGIME_AWARE,4,0,0,0.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,140,BLOCKED_NO_HOLDOUT,Track-C adapter requires 140 chronological observations; scenario has only 4.
UNEXPLORED_43,TREND_UP,4118ac72c4d880f1,TRACK_C_SCENARIO_WEAPON,4,0,0,0.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,140,BLOCKED_NO_HOLDOUT,Track-C adapter requires 140 chronological observations; scenario has only 4.
UNEXPLORED_49,LOW_VOL,54272f837f9338fd,TRACK_B_BASELINE_FAILURE,4,100,0,0.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,20,BLOCKED_NO_HOLDOUT,Only 0 exact overlapping OOS dates; existing Track-B holdout path requires >=20 observations.
UNEXPLORED_49,LOW_VOL,54272f837f9338fd,TRACK_B_CONDITIONAL_SCORE,4,100,0,0.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,20,BLOCKED_NO_HOLDOUT,Only 0 exact overlapping OOS dates; existing Track-B holdout path requires >=20 observations.
UNEXPLORED_49,LOW_VOL,54272f837f9338fd,TRACK_B_FACTOR_AGREEMENT,4,100,0,0.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,20,BLOCKED_NO_HOLDOUT,Only 0 exact overlapping OOS dates; existing Track-B holdout path requires >=20 observations.
UNEXPLORED_49,LOW_VOL,54272f837f9338fd,TRACK_C_FACTOR_INTERACTION,4,0,0,0.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,140,BLOCKED_NO_HOLDOUT,Track-C adapter requires 140 chronological observations; scenario has only 4.
UNEXPLORED_49,LOW_VOL,54272f837f9338fd,TRACK_C_REGIME_AWARE,4,0,0,0.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,140,BLOCKED_NO_HOLDOUT,Track-C adapter requires 140 chronological observations; scenario has only 4.
UNEXPLORED_49,LOW_VOL,54272f837f9338fd,TRACK_C_SCENARIO_WEAPON,4,0,0,0.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,140,BLOCKED_NO_HOLDOUT,Track-C adapter requires 140 chronological observations; scenario has only 4.
UNEXPLORED_10,FLAT,f1a5ebdcaa813af6,TRACK_B_BASELINE_FAILURE,3,100,0,0.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,20,BLOCKED_NO_HOLDOUT,Only 0 exact overlapping OOS dates; existing Track-B holdout path requires >=20 observations.
UNEXPLORED_10,FLAT,f1a5ebdcaa813af6,TRACK_B_CONDITIONAL_SCORE,3,100,0,0.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,20,BLOCKED_NO_HOLDOUT,Only 0 exact overlapping OOS dates; existing Track-B holdout path requires >=20 observations.
UNEXPLORED_10,FLAT,f1a5ebdcaa813af6,TRACK_B_FACTOR_AGREEMENT,3,100,0,0.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,20,BLOCKED_NO_HOLDOUT,Only 0 exact overlapping OOS dates; existing Track-B holdout path requires >=20 observations.
UNEXPLORED_10,FLAT,f1a5ebdcaa813af6,TRACK_C_FACTOR_INTERACTION,3,0,0,0.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,140,BLOCKED_NO_HOLDOUT,Track-C adapter requires 140 chronological observations; scenario has only 3.
UNEXPLORED_10,FLAT,f1a5ebdcaa813af6,TRACK_C_REGIME_AWARE,3,0,0,0.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,140,BLOCKED_NO_HOLDOUT,Track-C adapter requires 140 chronological observations; scenario has only 3.
UNEXPLORED_10,FLAT,f1a5ebdcaa813af6,TRACK_C_SCENARIO_WEAPON,3,0,0,0.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,140,BLOCKED_NO_HOLDOUT,Track-C adapter requires 140 chronological observations; scenario has only 3.
UNEXPLORED_19,TREND_DOWN,21580290ff890eea,TRACK_B_BASELINE_FAILURE,5,100,1,20.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,20,BLOCKED_NO_HOLDOUT,Only 1 exact overlapping OOS dates; existing Track-B holdout path requires >=20 observations.
UNEXPLORED_19,TREND_DOWN,21580290ff890eea,TRACK_B_CONDITIONAL_SCORE,5,100,1,20.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,20,BLOCKED_NO_HOLDOUT,Only 1 exact overlapping OOS dates; existing Track-B holdout path requires >=20 observations.
UNEXPLORED_19,TREND_DOWN,21580290ff890eea,TRACK_B_FACTOR_AGREEMENT,5,100,1,20.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,20,BLOCKED_NO_HOLDOUT,Only 1 exact overlapping OOS dates; existing Track-B holdout path requires >=20 observations.
UNEXPLORED_19,TREND_DOWN,21580290ff890eea,TRACK_C_FACTOR_INTERACTION,5,0,0,0.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,140,BLOCKED_NO_HOLDOUT,Track-C adapter requires 140 chronological observations; scenario has only 5.
UNEXPLORED_19,TREND_DOWN,21580290ff890eea,TRACK_C_REGIME_AWARE,5,0,0,0.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,140,BLOCKED_NO_HOLDOUT,Track-C adapter requires 140 chronological observations; scenario has only 5.
UNEXPLORED_19,TREND_DOWN,21580290ff890eea,TRACK_C_SCENARIO_WEAPON,5,0,0,0.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,140,BLOCKED_NO_HOLDOUT,Track-C adapter requires 140 chronological observations; scenario has only 5.
UNEXPLORED_2,FLAT,e1b16ce91e1326b2,TRACK_B_BASELINE_FAILURE,3,100,0,0.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,20,BLOCKED_NO_HOLDOUT,Only 0 exact overlapping OOS dates; existing Track-B holdout path requires >=20 observations.
UNEXPLORED_2,FLAT,e1b16ce91e1326b2,TRACK_B_CONDITIONAL_SCORE,3,100,0,0.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,20,BLOCKED_NO_HOLDOUT,Only 0 exact overlapping OOS dates; existing Track-B holdout path requires >=20 observations.
UNEXPLORED_2,FLAT,e1b16ce91e1326b2,TRACK_B_FACTOR_AGREEMENT,3,100,0,0.0,0,10,P3,WAIT_FOR_SCENARIO_HISTORY,LOW,20,BLOCKED_NO_HOLDOUT,Only 0 exact overlapping OOS dates; existing Track-B holdout path requires >=20 observations.
