scenario,factor,horizon_days,global_oos_fold_count,oos_fold_count,oos_finite_ic_folds,regime_total_dates,regime_oos_dates,oos_usable_dates,mean_stocks_per_date,oos_mean_ic,oos_ic_std,oos_icir,oos_positive_ic_fold_pct,mean_top_quintile_return,mean_bottom_quintile_return,mean_quintile_spread,positive_spread_fold_pct,bootstrap_95ci_low,bootstrap_95ci_high,raw_sign_test_p_value,adjusted_p_value,evidence_classification
FLAT,relative_strength,5,7,2,2,6,3,3,49.0,0.061601897216120374,0.13232371809538163,0.46553934625473925,50.0,-0.03246500000000008,-0.9423972222222222,0.9099322222222223,100.0,0.035878888888889016,1.7839855555555555,0.5,1.0,UNVALIDATED
FLAT,relative_strength,10,7,2,2,6,3,3,49.0,0.16460735147705646,0.18538372372649128,0.8879277434296898,100.0,2.1614924999999996,-1.0005055555555555,3.1619980555555554,100.0,0.8554272222222219,5.468568888888889,0.5,1.0,UNVALIDATED
FLAT,relative_strength,20,7,2,1,6,3,2,32.666666666666664,0.04145513917520291,,,100.0,-1.894765,-2.9527444444444444,1.0579794444444446,100.0,1.0579794444444446,1.0579794444444446,1.0,1.0,TEMPORALLY_INADEQUATE
FLAT,trend_score,1,7,2,2,6,3,3,49.0,-0.03130948427976772,0.14558178371690486,-0.21506457388000863,50.0,0.8993088235294118,0.6471700892857144,0.25213873424369737,100.0,0.20928124999999986,0.2949962184873949,0.5,1.0,UNVALIDATED
FLAT,trend_score,5,7,2,2,6,3,3,49.0,0.1332512150935565,0.11723905520217386,1.1365770123596641,100.0,0.6017130514705882,-0.15970223214285714,0.7614152836134453,100.0,0.6425680672268907,0.8802624999999998,0.5,1.0,UNVALIDATED
FLAT,trend_score,10,7,2,2,6,3,3,49.0,0.22612433177337554,0.01972567266910347,11.46345351900503,100.0,2.3862939338235294,-0.577375,2.96366893382353,100.0,2.101344117647059,3.8259937500000003,0.5,1.0,UNVALIDATED
FLAT,trend_score,20,7,2,1,6,3,2,32.666666666666664,0.2943384213013639,,,100.0,0.8955941176470588,-6.234707142857142,7.130301260504201,100.0,7.130301260504201,7.130301260504201,1.0,1.0,TEMPORALLY_INADEQUATE
FLAT,volatility_score,1,7,2,2,6,3,3,49.0,-0.057153727849738795,0.21572434851397465,-0.2649386972005915,50.0,0.20026750000000001,0.2553388888888889,-0.055071388888888906,50.0,-0.5837866666666669,0.4736438888888891,1.0,1.0,WEAK_INCONSISTENT
FLAT,volatility_score,5,7,2,2,6,3,3,49.0,0.0035322641914399128,0.10467832891167798,0.03374398720503314,50.0,-0.521555,-0.6801111111111111,0.15855611111111112,50.0,-0.8564911111111109,1.173603333333333,1.0,1.0,WEAK_INCONSISTENT
FLAT,volatility_score,10,7,2,2,6,3,3,49.0,-0.16759011970861037,0.14454082661635909,-1.1594656238782197,0.0,-0.870115,2.0046,-2.8747149999999997,0.0,-3.9578366666666667,-1.791593333333333,0.5,1.0,NEGATIVE
FLAT,volatility_score,20,7,2,1,6,3,2,32.666666666666664,-0.07469578307999633,,,0.0,-1.6440649999999999,0.21529444444444434,-1.8593594444444443,0.0,-1.8593594444444443,-1.8593594444444443,1.0,1.0,TEMPORALLY_INADEQUATE
HIGH_VOL,change_pct,1,7,1,1,5,5,5,49.0,-0.22373013923195142,,,0.0,-0.05302999999999993,0.9421615555555555,-0.9951915555555553,0.0,-0.9951915555555553,-0.9951915555555553,1.0,1.0,TEMPORALLY_INADEQUATE
HIGH_VOL,change_pct,5,7,1,1,5,5,5,49.0,-0.08784119308983909,,,0.0,1.6943759999999997,2.4122606666666666,-0.7178846666666668,0.0,-0.7178846666666668,-0.7178846666666668,1.0,1.0,TEMPORALLY_INADEQUATE
HIGH_VOL,change_pct,10,7,1,1,5,5,5,49.0,-0.04266409913989657,,,0.0,1.5310700000000002,2.0768922222222224,-0.5458222222222222,0.0,-0.5458222222222222,-0.5458222222222222,1.0,1.0,TEMPORALLY_INADEQUATE
HIGH_VOL,change_pct,20,7,1,1,5,5,5,49.0,-0.002264778451470556,,,0.0,1.8020720000000001,2.110274444444444,-0.30820244444444417,0.0,-0.30820244444444417,-0.30820244444444417,1.0,1.0,TEMPORALLY_INADEQUATE
HIGH_VOL,intelligence_score,1,7,1,1,5,5,5,49.0,-0.12471548682230416,,,0.0,-0.16565800000000003,0.22441111111111117,-0.3900691111111111,0.0,-0.3900691111111111,-0.3900691111111111,1.0,1.0,TEMPORALLY_INADEQUATE
HIGH_VOL,intelligence_score,5,7,1,1,5,5,5,49.0,0.031591904938053396,,,100.0,1.683772,1.3825466666666668,0.30122533333333334,100.0,0.30122533333333334,0.30122533333333334,1.0,1.0,TEMPORALLY_INADEQUATE
HIGH_VOL,intelligence_score,10,7,1,1,5,5,5,49.0,-0.10743061128172107,,,0.0,0.46092199999999994,2.683124444444444,-2.2222024444444446,0.0,-2.2222024444444446,-2.2222024444444446,1.0,1.0,TEMPORALLY_INADEQUATE
HIGH_VOL,intelligence_score,20,7,1,1,5,5,5,49.0,-0.3210965107473664,,,0.0,-1.0524879999999999,4.332873333333334,-5.385361333333334,0.0,-5.385361333333334,-5.385361333333334,1.0,1.0,TEMPORALLY_INADEQUATE
HIGH_VOL,liquidity_score,1,7,1,1,5,5,5,49.0,-0.06762740930991246,,,0.0,0.16805473684210526,0.13803428571428572,0.030020451127819613,100.0,0.030020451127819613,0.030020451127819613,1.0,1.0,TEMPORALLY_INADEQUATE
HIGH_VOL,liquidity_score,5,7,1,1,5,5,5,49.0,-0.0374399219243973,,,0.0,1.8552863157894737,1.0491885714285716,0.8060977443609023,100.0,0.8060977443609023,0.8060977443609023,1.0,1.0,TEMPORALLY_INADEQUATE
HIGH_VOL,liquidity_score,10,7,1,1,5,5,5,49.0,-0.04538557343310341,,,0.0,1.2685515789473685,-0.06296571428571432,1.3315172932330828,100.0,1.3315172932330828,1.3315172932330828,1.0,1.0,TEMPORALLY_INADEQUATE
HIGH_VOL,liquidity_score,20,7,1,1,5,5,5,49.0,-0.31317091857623824,,,0.0,-0.5923947368421052,1.9444599999999999,-2.536854736842105,0.0,-2.536854736842105,-2.536854736842105,1.0,1.0,TEMPORALLY_INADEQUATE
HIGH_VOL,momentum_score,1,7,1,1,5,5,5,49.0,-0.1953395724222063,,,0.0,0.12608600000000017,0.7556733333333332,-0.629587333333333,0.0,-0.629587333333333,-0.629587333333333,1.0,1.0,TEMPORALLY_INADEQUATE
