scenario_id,primary_scenario,fingerprint,candidate,oos_windows,positive_oos_windows,negative_oos_windows,positive_oos_pct,mean_oos_spread,median_oos_spread,worst_oos_spread,best_oos_spread,evidence_status,rank_within_scenario
UNEXPLORED_20,TREND_DOWN,d59364ccfbbaa9f5,TRACK_B_BASELINE_FAILURE,5,3,2,60.0,0.3690080000000003,0.4894300000000001,-2.162369999999999,4.0734,EARLY,1
UNEXPLORED_20,TREND_DOWN,d59364ccfbbaa9f5,TRACK_B_CONDITIONAL_SCORE,5,2,3,40.0,-0.932434,-0.9557800000000002,-5.36845,2.48857,EARLY,2
UNEXPLORED_20,TREND_DOWN,d59364ccfbbaa9f5,TRACK_B_FACTOR_AGREEMENT,5,1,4,20.0,-1.0999666666666663,-1.0355333333333334,-3.078377777777778,0.8559333333333334,EARLY,3
UNEXPLORED_33,TREND_DOWN,988b3f1605642100,TRACK_B_FACTOR_AGREEMENT,5,2,3,40.0,-1.2847955555555557,-1.8924333333333327,-4.607377777777778,2.0187222222222223,EARLY,1
UNEXPLORED_33,TREND_DOWN,988b3f1605642100,TRACK_B_CONDITIONAL_SCORE,5,2,3,40.0,-1.714722,-1.0489700000000002,-4.90774,1.43446,EARLY,2
UNEXPLORED_33,TREND_DOWN,988b3f1605642100,TRACK_B_BASELINE_FAILURE,5,2,3,40.0,-1.724554,-2.535099999999999,-4.15775,1.43446,EARLY,3
