scenario,factor_a,factor_b,state_a,state_b,qualifying_episodes,total_observations,dominant_outcome,dominant_consistency_pct,episodes_with_positive_uplift,episodes_with_positive_mean_return,mean_probability_uplift_pct,median_probability_uplift_pct,mean_return_5d,median_return_5d,min_episode_dominant_probability_pct,max_episode_dominant_probability_pct,decision,repeatability_score
HIGH_VOL,momentum_score,liquidity_score,HIGH,LOW,1,65,UP,100.0,1,1,34.358974358974365,34.358974358974365,2.177444615384615,1.937,67.6923076923077,67.6923076923077,INSUFFICIENT_EPISODES,0.1111111111111111
CHOPPY,intelligence_score,liquidity_score,HIGH,LOW,2,64,DOWN,50.0,2,0,16.861794006087738,16.861794006087738,-1.113463846153846,-0.72765,46.15384615384615,68.0,INSUFFICIENT_EPISODES,0.1111111111111111
LOW_VOL,intelligence_score,relative_strength,HIGH,HIGH,1,63,UP,100.0,1,1,6.392106392106389,6.392106392106389,0.8430571428571427,0.3661,46.03174603174603,46.03174603174603,INSUFFICIENT_EPISODES,0.1111111111111111
HIGH_VOL,change_pct,liquidity_score,LOW,HIGH,1,61,UP,100.0,1,1,48.63387978142077,48.63387978142077,3.2183311475409835,3.0625,81.9672131147541,81.9672131147541,INSUFFICIENT_EPISODES,0.1111111111111111
HIGH_VOL,change_pct,relative_strength,LOW,LOW,1,61,UP,100.0,1,1,48.63387978142077,48.63387978142077,3.255198360655738,2.9443,81.9672131147541,81.9672131147541,INSUFFICIENT_EPISODES,0.1111111111111111
LOW_VOL,relative_strength,trend_score,LOW,HIGH,1,61,UP,100.0,1,1,7.901343966917734,7.901343966917734,0.5425081967213116,0.3585,47.540983606557376,47.540983606557376,INSUFFICIENT_EPISODES,0.1111111111111111
LOW_VOL,trend_score,momentum_score,HIGH,LOW,1,60,UP,100.0,1,1,10.36036036036036,10.36036036036036,0.5456616666666666,0.45940000000000003,50.0,50.0,INSUFFICIENT_EPISODES,0.1111111111111111
HIGH_VOL,trend_score,liquidity_score,HIGH,LOW,1,59,UP,100.0,1,1,39.548022598870055,39.548022598870055,2.9760355932203386,2.9443,72.88135593220339,72.88135593220339,INSUFFICIENT_EPISODES,0.1111111111111111
FLAT,relative_strength,momentum_score,LOW,LOW,2,58,DOWN,50.0,2,0,20.978711681025842,20.978711681025842,-0.6496744099378882,-0.734,47.82608695652174,62.857142857142854,INSUFFICIENT_EPISODES,0.1111111111111111
TREND_UP,relative_strength,momentum_score,HIGH,LOW,2,57,UP,50.0,2,1,19.231229351663764,19.231229351663764,0.8401526623376624,1.1045500000000001,45.714285714285715,77.27272727272727,INSUFFICIENT_EPISODES,0.1111111111111111
HIGH_VOL,change_pct,relative_strength,HIGH,LOW,1,56,UP,100.0,1,1,36.30952380952381,36.30952380952381,1.7267767857142855,1.7514,69.64285714285714,69.64285714285714,INSUFFICIENT_EPISODES,0.1111111111111111
HIGH_VOL,momentum_score,volatility_score,LOW,LOW,1,56,UP,100.0,1,1,45.23809523809524,45.23809523809524,2.967925,2.71525,78.57142857142857,78.57142857142857,INSUFFICIENT_EPISODES,0.1111111111111111
FLAT,intelligence_score,volatility_score,LOW,HIGH,2,55,FLAT,50.0,2,1,23.826282628262824,23.826282628262824,-0.17428484848484851,-0.24912499999999999,40.909090909090914,54.54545454545454,INSUFFICIENT_EPISODES,0.1111111111111111
LOW_VOL,intelligence_score,trend_score,LOW,HIGH,1,55,UP,100.0,1,1,3.9967239967239943,3.9967239967239943,0.054136363636363635,0.2455,43.63636363636363,43.63636363636363,INSUFFICIENT_EPISODES,0.1111111111111111
HIGH_VOL,change_pct,liquidity_score,HIGH,LOW,1,54,UP,100.0,1,1,35.18518518518519,35.18518518518519,2.000372222222222,1.67645,68.51851851851852,68.51851851851852,INSUFFICIENT_EPISODES,0.1111111111111111
HIGH_VOL,change_pct,momentum_score,LOW,LOW,1,54,UP,100.0,1,1,46.2962962962963,46.2962962962963,3.1506870370370375,2.8035,79.62962962962963,79.62962962962963,INSUFFICIENT_EPISODES,0.1111111111111111
HIGH_VOL,relative_strength,momentum_score,LOW,LOW,1,51,UP,100.0,1,1,43.13725490196078,43.13725490196078,2.972270588235294,2.7021,76.47058823529412,76.47058823529412,INSUFFICIENT_EPISODES,0.1111111111111111
HIGH_VOL,change_pct,intelligence_score,LOW,HIGH,1,50,UP,100.0,1,1,52.666666666666664,52.666666666666664,4.046656,3.7293,86.0,86.0,INSUFFICIENT_EPISODES,0.1111111111111111
