feature,down_mean,flat_mean,up_mean,class_separation,return_5d_correlation
volatility_score,84.91305254016501,86.38328165374678,85.01797757475083,1.470229113581766,-0.02142420578241765
trend_score,76.25488493269648,76.94444444444444,75.70182724252491,1.2426172019195292,-0.03206725748502323
liquidity_score,79.0620929222753,77.8423772609819,78.84759136212625,1.2197156612933924,0.0038960619321492442
intelligence_score,58.21503690838038,58.43137596899225,58.04926287375415,0.3821130952380969,-0.022982204023174416
momentum_score,50.31764654798089,50.508236434108525,50.19395971760797,0.314276716500558,0.001056875450433249
relative_strength,0.06136343899261832,0.03152454780361757,-0.01282392026578073,0.07418735925839905,-0.014146745586119619
change_pct,0.04625922709509336,0.05834625322997416,-0.0020307308970099677,0.060376984126984126,-0.00868850123959592
