episode_id,test_start,test_end,scenario,factor_a,factor_b,state_a,state_b,observations,dominant_outcome,dominant_probability_pct,baseline_probability_pct,probability_uplift_pct,mean_return_5d,median_return_5d,down_pct,flat_pct,up_pct
1,2025-12-03,2025-12-31,TREND_DOWN,change_pct,relative_strength,HIGH,HIGH,105,UP,40.95238095238095,53.9553752535497,-13.002994301168746,0.32623428571428575,0.1997,37.142857142857146,21.904761904761905,40.95238095238095
1,2025-12-03,2025-12-31,TREND_UP,change_pct,relative_strength,LOW,LOW,68,UP,48.529411764705884,45.864197530864196,2.665214233841684,0.5016249999999999,0.4323,32.35294117647059,19.11764705882353,48.529411764705884
1,2025-12-03,2025-12-31,TREND_UP,change_pct,relative_strength,HIGH,HIGH,64,UP,51.5625,45.864197530864196,5.698302469135802,0.7700015624999998,0.54885,26.5625,21.875,51.5625
1,2025-12-03,2025-12-31,CHOPPY,change_pct,trend_score,LOW,LOW,20,DOWN,55.00000000000001,41.07744107744108,13.922558922558926,-0.19857499999999992,-0.6133,55.00000000000001,10.0,35.0
1,2025-12-03,2025-12-31,CHOPPY,change_pct,trend_score,HIGH,LOW,44,DOWN,43.18181818181818,41.07744107744108,2.104377104377103,0.08226818181818182,-0.20105,43.18181818181818,13.636363636363635,43.18181818181818
1,2025-12-03,2025-12-31,CHOPPY,change_pct,trend_score,HIGH,HIGH,75,UP,46.666666666666664,43.09764309764309,3.569023569023572,-0.18752133333333332,0.3503,40.0,13.333333333333334,46.666666666666664
1,2025-12-03,2025-12-31,LOW_VOL,change_pct,trend_score,LOW,LOW,101,UP,65.34653465346535,39.63963963963964,25.706895013825708,1.258551485148515,1.1118,15.841584158415841,18.81188118811881,65.34653465346535
1,2025-12-03,2025-12-31,LOW_VOL,change_pct,trend_score,LOW,HIGH,55,UP,50.90909090909091,39.63963963963964,11.269451269451263,0.43060000000000004,0.5169,21.818181818181817,27.27272727272727,50.90909090909091
1,2025-12-03,2025-12-31,LOW_VOL,change_pct,trend_score,HIGH,LOW,95,DOWN,41.05263157894737,45.27027027027027,-4.2176386913229,-0.19606842105263153,-0.03,41.05263157894737,25.263157894736842,33.68421052631579
1,2025-12-03,2025-12-31,LOW_VOL,change_pct,trend_score,HIGH,HIGH,92,UP,45.65217391304348,39.63963963963964,6.012534273403835,0.9382358695652174,0.23099999999999998,34.78260869565217,19.565217391304348,45.65217391304348
1,2025-12-03,2025-12-31,TREND_DOWN,change_pct,trend_score,LOW,LOW,114,UP,50.0,53.9553752535497,-3.9553752535496978,0.48705614035087713,0.48095,31.57894736842105,18.421052631578945,50.0
1,2025-12-03,2025-12-31,TREND_DOWN,change_pct,trend_score,LOW,HIGH,73,UP,47.94520547945205,53.9553752535497,-6.010169774097646,-0.07494246575342468,0.3109,27.397260273972602,24.65753424657534,47.94520547945205
1,2025-12-03,2025-12-31,TREND_DOWN,change_pct,trend_score,HIGH,LOW,53,UP,41.509433962264154,53.9553752535497,-12.445941291285544,0.3139433962264151,0.1876,37.735849056603776,20.754716981132077,41.509433962264154
1,2025-12-03,2025-12-31,TREND_DOWN,change_pct,trend_score,HIGH,HIGH,54,DOWN,38.88888888888889,30.223123732251523,8.665765156637367,0.17403333333333335,0.14129999999999998,38.88888888888889,22.22222222222222,38.88888888888889
1,2025-12-03,2025-12-31,TREND_UP,change_pct,trend_score,LOW,LOW,35,UP,48.57142857142857,45.864197530864196,2.707231040564373,0.8031057142857143,0.4943,31.428571428571427,20.0,48.57142857142857
1,2025-12-03,2025-12-31,TREND_UP,change_pct,trend_score,LOW,HIGH,48,UP,52.083333333333336,45.864197530864196,6.219135802469139,-0.09157916666666661,0.64195,31.25,16.666666666666664,52.083333333333336
1,2025-12-03,2025-12-31,TREND_UP,change_pct,trend_score,HIGH,LOW,26,UP,50.0,45.864197530864196,4.135802469135802,1.0476730769230769,0.52385,34.61538461538461,15.384615384615385,50.0
1,2025-12-03,2025-12-31,TREND_UP,change_pct,trend_score,HIGH,HIGH,38,UP,52.63157894736842,45.864197530864196,6.76738141650422,0.580015789473684,0.54885,21.052631578947366,26.31578947368421,52.63157894736842
1,2025-12-03,2025-12-31,CHOPPY,change_pct,momentum_score,LOW,LOW,28,DOWN,53.57142857142857,41.07744107744108,12.49398749398749,-0.3609214285714285,-0.6133,53.57142857142857,17.857142857142858,28.57142857142857
1,2025-12-03,2025-12-31,CHOPPY,change_pct,momentum_score,HIGH,LOW,20,UP,55.00000000000001,43.09764309764309,11.902356902356908,0.737125,0.71455,30.0,15.0,55.00000000000001
1,2025-12-03,2025-12-31,CHOPPY,change_pct,momentum_score,HIGH,HIGH,99,DOWN,43.43434343434344,41.07744107744108,2.3569023569023573,-0.25441212121212126,0.1087,43.43434343434344,13.131313131313133,43.43434343434344
1,2025-12-03,2025-12-31,FLAT,change_pct,momentum_score,LOW,LOW,20,DOWN,35.0,26.732673267326735,8.267326732673263,0.01825000000000001,-0.35819999999999996,35.0,35.0,30.0
1,2025-12-03,2025-12-31,FLAT,change_pct,momentum_score,HIGH,HIGH,23,UP,47.82608695652174,53.46534653465347,-5.639259578131728,0.6818826086956522,0.4682,30.434782608695656,21.73913043478261,47.82608695652174
1,2025-12-03,2025-12-31,LOW_VOL,change_pct,momentum_score,LOW,LOW,151,UP,59.60264900662252,39.63963963963964,19.96300936698288,0.9453105960264899,0.8582,17.880794701986755,22.516556291390728,59.60264900662252
1,2025-12-03,2025-12-31,LOW_VOL,change_pct,momentum_score,HIGH,LOW,46,UP,43.47826086956522,39.63963963963964,3.838621229925576,0.4512869565217391,0.37785,17.391304347826086,39.130434782608695,43.47826086956522
1,2025-12-03,2025-12-31,LOW_VOL,change_pct,momentum_score,HIGH,HIGH,141,DOWN,44.680851063829785,45.27027027027027,-0.5894192064404835,0.3328510638297872,-0.0244,44.680851063829785,17.02127659574468,38.297872340425535
1,2025-12-03,2025-12-31,TREND_DOWN,change_pct,momentum_score,LOW,LOW,180,UP,49.44444444444444,53.9553752535497,-4.510930809105251,0.2862811111111112,0.438,30.555555555555557,20.0,49.44444444444444
1,2025-12-03,2025-12-31,TREND_DOWN,change_pct,momentum_score,HIGH,LOW,39,DOWN,41.02564102564102,30.223123732251523,10.802517293389503,0.17048974358974361,0.0829,41.02564102564102,17.94871794871795,41.02564102564102
1,2025-12-03,2025-12-31,TREND_DOWN,change_pct,momentum_score,HIGH,HIGH,68,UP,39.705882352941174,53.9553752535497,-14.249492900608523,0.28511323529411764,0.19365,36.76470588235294,23.52941176470588,39.705882352941174
1,2025-12-03,2025-12-31,TREND_UP,change_pct,momentum_score,LOW,LOW,65,UP,53.84615384615385,45.864197530864196,7.981956315289645,0.8240815384615384,0.8518,27.692307692307693,18.461538461538463,53.84615384615385
1,2025-12-03,2025-12-31,TREND_UP,change_pct,momentum_score,HIGH,HIGH,51,UP,47.05882352941176,45.864197530864196,1.194625998547566,0.5745980392156862,0.4855,27.450980392156865,25.49019607843137,47.05882352941176
1,2025-12-03,2025-12-31,CHOPPY,change_pct,volatility_score,LOW,HIGH,20,DOWN,45.0,41.07744107744108,3.922558922558922,-0.10214000000000001,-0.22945,45.0,25.0,30.0
1,2025-12-03,2025-12-31,CHOPPY,change_pct,volatility_score,HIGH,LOW,44,DOWN,45.45454545454545,41.07744107744108,4.377104377104374,-0.7528545454545454,0.1281,45.45454545454545,9.090909090909092,45.45454545454545
1,2025-12-03,2025-12-31,CHOPPY,change_pct,volatility_score,HIGH,HIGH,75,UP,45.33333333333333,43.09764309764309,2.2356902356902353,0.30241733333333337,0.2807,38.666666666666664,16.0,45.33333333333333
1,2025-12-03,2025-12-31,LOW_VOL,change_pct,volatility_score,LOW,LOW,50,UP,66.0,39.63963963963964,26.360360360360364,0.9930019999999999,0.91045,12.0,22.0,66.0
1,2025-12-03,2025-12-31,LOW_VOL,change_pct,volatility_score,LOW,HIGH,106,UP,57.54716981132076,39.63963963963964,17.907530171681113,0.9542132075471699,0.7284999999999999,20.754716981132077,21.69811320754717,57.54716981132076
1,2025-12-03,2025-12-31,LOW_VOL,change_pct,volatility_score,HIGH,LOW,65,UP,41.53846153846154,39.63963963963964,1.8988218988219008,0.6352353846153845,0.0214,36.92307692307693,21.53846153846154,41.53846153846154
1,2025-12-03,2025-12-31,LOW_VOL,change_pct,volatility_score,HIGH,HIGH,122,DOWN,38.52459016393443,45.27027027027027,-6.745680106335844,0.21640081967213115,0.0535,38.52459016393443,22.950819672131146,38.52459016393443
1,2025-12-03,2025-12-31,TREND_DOWN,change_pct,volatility_score,LOW,LOW,75,DOWN,41.333333333333336,30.223123732251523,11.110209601081811,-0.5436146666666666,-0.1824,41.333333333333336,17.333333333333336,41.333333333333336
1,2025-12-03,2025-12-31,TREND_DOWN,change_pct,volatility_score,LOW,HIGH,112,UP,54.46428571428571,53.9553752535497,0.5089104607360118,0.8109348214285713,0.6369,22.321428571428573,23.214285714285715,54.46428571428571
1,2025-12-03,2025-12-31,TREND_DOWN,change_pct,volatility_score,HIGH,LOW,42,UP,42.857142857142854,53.9553752535497,-11.098232396406843,0.44060000000000005,0.16055,35.714285714285715,21.428571428571427,42.857142857142854
1,2025-12-03,2025-12-31,TREND_DOWN,change_pct,volatility_score,HIGH,HIGH,65,DOWN,40.0,30.223123732251523,9.77687626774848,0.11587076923076928,0.1876,40.0,21.53846153846154,38.46153846153847
1,2025-12-03,2025-12-31,TREND_UP,change_pct,volatility_score,LOW,LOW,22,UP,72.72727272727273,45.864197530864196,26.86307519640853,0.940813636363636,1.73515,22.727272727272727,4.545454545454546,72.72727272727273
1,2025-12-03,2025-12-31,TREND_UP,change_pct,volatility_score,LOW,HIGH,61,UP,42.62295081967213,45.864197530864196,-3.2412467111920695,0.0494262295081967,0.0639,34.42622950819672,22.950819672131146,42.62295081967213
1,2025-12-03,2025-12-31,TREND_UP,change_pct,volatility_score,HIGH,HIGH,45,UP,44.44444444444444,45.864197530864196,-1.419753086419756,0.6741155555555556,0.3718,31.11111111111111,24.444444444444443,44.44444444444444
1,2025-12-03,2025-12-31,CHOPPY,change_pct,liquidity_score,HIGH,LOW,52,UP,48.07692307692308,43.09764309764309,4.9792799792799824,-0.4126557692307692,0.4244,36.53846153846153,15.384615384615385,48.07692307692308
1,2025-12-03,2025-12-31,CHOPPY,change_pct,liquidity_score,HIGH,HIGH,67,DOWN,44.776119402985074,41.07744107744108,3.6986783255439972,0.1643850746268657,-0.0388,44.776119402985074,11.940298507462686,43.28358208955223
1,2025-12-03,2025-12-31,LOW_VOL,change_pct,liquidity_score,LOW,LOW,73,UP,53.42465753424658,39.63963963963964,13.785017894606938,0.6629520547945206,0.6093,19.17808219178082,27.397260273972602,53.42465753424658
1,2025-12-03,2025-12-31,LOW_VOL,change_pct,liquidity_score,LOW,HIGH,83,UP,66.26506024096386,39.63963963963964,26.62542060132422,1.2337493975903613,0.9583,16.867469879518072,16.867469879518072,66.26506024096386
1,2025-12-03,2025-12-31,LOW_VOL,change_pct,liquidity_score,HIGH,LOW,81,DOWN,38.2716049382716,45.27027027027027,-6.998665331998666,0.10457530864197537,-0.0062,38.2716049382716,23.456790123456788,38.2716049382716
1,2025-12-03,2025-12-31,LOW_VOL,change_pct,liquidity_score,HIGH,HIGH,106,UP,40.56603773584906,39.63963963963964,0.9263980962094187,0.5586849056603773,0.1075,37.735849056603776,21.69811320754717,40.56603773584906
1,2025-12-03,2025-12-31,TREND_DOWN,change_pct,liquidity_score,LOW,LOW,82,UP,53.65853658536586,53.9553752535497,-0.29683866818384086,-0.009929268292682987,0.55955,30.48780487804878,15.853658536585366,53.65853658536586
1,2025-12-03,2025-12-31,TREND_DOWN,change_pct,liquidity_score,LOW,HIGH,105,UP,45.714285714285715,53.9553752535497,-8.241089539263985,0.48445523809523805,0.2772,29.523809523809526,24.761904761904763,45.714285714285715
1,2025-12-03,2025-12-31,TREND_DOWN,change_pct,liquidity_score,HIGH,LOW,43,UP,46.51162790697674,53.9553752535497,-7.4437473465729544,0.18061162790697669,0.1997,44.18604651162791,9.30232558139535,46.51162790697674
1,2025-12-03,2025-12-31,TREND_DOWN,change_pct,liquidity_score,HIGH,HIGH,64,UP,35.9375,53.9553752535497,-18.017875253549697,0.28547656250000003,0.15395,34.375,29.6875,35.9375
1,2025-12-03,2025-12-31,TREND_UP,change_pct,liquidity_score,LOW,LOW,43,UP,51.162790697674424,45.864197530864196,5.298593166810223,0.13925348837209317,0.6086,23.25581395348837,25.581395348837212,51.162790697674424
1,2025-12-03,2025-12-31,TREND_UP,change_pct,liquidity_score,LOW,HIGH,40,UP,50.0,45.864197530864196,4.135802469135802,0.44312500000000005,0.67305,40.0,10.0,50.0
1,2025-12-03,2025-12-31,TREND_UP,change_pct,liquidity_score,HIGH,LOW,30,UP,50.0,45.864197530864196,4.135802469135802,0.008489999999999871,0.5193,20.0,30.0,50.0
1,2025-12-03,2025-12-31,TREND_UP,change_pct,liquidity_score,HIGH,HIGH,34,UP,52.94117647058824,45.864197530864196,7.076978939724038,1.4419235294117647,1.6017000000000001,32.35294117647059,14.705882352941178,52.94117647058824
1,2025-12-03,2025-12-31,CHOPPY,intelligence_score,relative_strength,LOW,LOW,53,DOWN,45.28301886792453,41.07744107744108,4.20557779048345,0.12709999999999996,-0.2353,45.28301886792453,11.320754716981133,43.39622641509434
1,2025-12-03,2025-12-31,CHOPPY,intelligence_score,relative_strength,LOW,HIGH,35,UP,45.714285714285715,43.09764309764309,2.616642616642617,0.34289142857142857,0.3503,37.142857142857146,17.142857142857142,45.714285714285715
1,2025-12-03,2025-12-31,CHOPPY,intelligence_score,relative_strength,HIGH,LOW,23,DOWN,47.82608695652174,41.07744107744108,6.748645879080661,-0.4929260869565217,0.2807,47.82608695652174,21.73913043478261,30.434782608695656
1,2025-12-03,2025-12-31,CHOPPY,intelligence_score,relative_strength,HIGH,HIGH,36,DOWN,44.44444444444444,41.07744107744108,3.367003367003363,-0.7763972222222222,-0.1091,44.44444444444444,11.11111111111111,44.44444444444444
1,2025-12-03,2025-12-31,LOW_VOL,intelligence_score,relative_strength,LOW,LOW,128,UP,54.6875,39.63963963963964,15.04786036036036,0.5908046874999999,0.6812,22.65625,22.65625,54.6875
1,2025-12-03,2025-12-31,LOW_VOL,intelligence_score,relative_strength,LOW,HIGH,110,UP,43.63636363636363,39.63963963963964,3.9967239967239943,0.34195,0.18464999999999998,29.09090909090909,27.27272727272727,43.63636363636363
1,2025-12-03,2025-12-31,LOW_VOL,intelligence_score,relative_strength,HIGH,LOW,42,UP,50.0,39.63963963963964,10.36036036036036,1.2413761904761904,0.36324999999999996,33.33333333333333,16.666666666666664,50.0
1,2025-12-03,2025-12-31,LOW_VOL,intelligence_score,relative_strength,HIGH,HIGH,63,UP,46.03174603174603,39.63963963963964,6.392106392106389,0.8430571428571427,0.3661,38.095238095238095,15.873015873015872,46.03174603174603
1,2025-12-03,2025-12-31,TREND_DOWN,intelligence_score,relative_strength,LOW,LOW,110,UP,53.63636363636364,53.9553752535497,-0.3190116171860602,0.3256454545454547,0.6819,30.0,16.363636363636363,53.63636363636364
1,2025-12-03,2025-12-31,TREND_DOWN,intelligence_score,relative_strength,LOW,HIGH,84,UP,48.80952380952381,53.9553752535497,-5.145851444025889,0.6221869047619047,0.4084,29.761904761904763,21.428571428571427,48.80952380952381
1,2025-12-03,2025-12-31,TREND_DOWN,intelligence_score,relative_strength,HIGH,LOW,43,UP,34.883720930232556,53.9553752535497,-19.071654323317137,-0.16404418604651158,-0.1235,32.55813953488372,32.55813953488372,34.883720930232556
1,2025-12-03,2025-12-31,TREND_DOWN,intelligence_score,relative_strength,HIGH,HIGH,57,DOWN,43.859649122807014,30.223123732251523,13.636525390555493,-0.08667368421052637,-0.1063,43.859649122807014,21.052631578947366,35.08771929824561
1,2025-12-03,2025-12-31,TREND_UP,intelligence_score,relative_strength,LOW,LOW,43,UP,51.162790697674424,45.864197530864196,5.298593166810223,0.9431604651162793,0.6753,25.581395348837212,23.25581395348837,51.162790697674424
1,2025-12-03,2025-12-31,TREND_UP,intelligence_score,relative_strength,LOW,HIGH,46,UP,47.82608695652174,45.864197530864196,1.9618894256575425,-0.3182869565217392,0.49215,26.08695652173913,26.08695652173913,47.82608695652174
1,2025-12-03,2025-12-31,TREND_UP,intelligence_score,relative_strength,HIGH,LOW,25,DOWN,44.0,37.77777777777778,6.222222222222223,-0.2578159999999999,-0.0186,44.0,12.0,44.0
1,2025-12-03,2025-12-31,TREND_UP,intelligence_score,relative_strength,HIGH,HIGH,33,UP,60.60606060606061,45.864197530864196,14.74186307519641,1.621930303030303,1.1796,27.27272727272727,12.121212121212121,60.60606060606061
1,2025-12-03,2025-12-31,CHOPPY,intelligence_score,trend_score,LOW,LOW,59,DOWN,44.06779661016949,41.07744107744108,2.9903555327284117,0.09962033898305081,-0.2353,44.06779661016949,13.559322033898304,42.3728813559322
1,2025-12-03,2025-12-31,CHOPPY,intelligence_score,trend_score,LOW,HIGH,29,UP,48.275862068965516,43.09764309764309,5.178218971322424,0.4434448275862069,0.4985,37.93103448275862,13.793103448275861,48.275862068965516
1,2025-12-03,2025-12-31,CHOPPY,intelligence_score,trend_score,HIGH,HIGH,54,DOWN,42.592592592592595,41.07744107744108,1.5151515151515138,-0.6121907407407408,0.1228,42.592592592592595,16.666666666666664,40.74074074074074
1,2025-12-03,2025-12-31,FLAT,intelligence_score,trend_score,LOW,LOW,24,FLAT,37.5,19.801980198019802,17.698019801980198,0.02012916666666668,-0.0375,29.166666666666668,37.5,33.33333333333333
1,2025-12-03,2025-12-31,LOW_VOL,intelligence_score,trend_score,LOW,LOW,183,UP,51.36612021857923,39.63963963963964,11.726480578939597,0.6025136612021857,0.5739,26.775956284153008,21.85792349726776,51.36612021857923
1,2025-12-03,2025-12-31,LOW_VOL,intelligence_score,trend_score,LOW,HIGH,55,UP,43.63636363636363,39.63963963963964,3.9967239967239943,0.054136363636363635,0.2455,21.818181818181817,34.54545454545455,43.63636363636363
1,2025-12-03,2025-12-31,LOW_VOL,intelligence_score,trend_score,HIGH,HIGH,92,UP,50.0,39.63963963963964,10.36036036036036,1.1632956521739133,0.4599,34.78260869565217,15.217391304347828,50.0
1,2025-12-03,2025-12-31,TREND_DOWN,intelligence_score,trend_score,LOW,LOW,150,UP,50.0,53.9553752535497,-3.9553752535496978,0.491028,0.48095,32.0,18.0,50.0
1,2025-12-03,2025-12-31,TREND_DOWN,intelligence_score,trend_score,LOW,HIGH,44,UP,56.81818181818182,53.9553752535497,2.8628065646321255,0.3279659090909091,1.4469500000000002,22.727272727272727,20.454545454545457,56.81818181818182
1,2025-12-03,2025-12-31,TREND_DOWN,intelligence_score,trend_score,HIGH,HIGH,83,DOWN,37.34939759036144,30.223123732251523,7.126273858109922,-0.12654819277108434,0.025,37.34939759036144,25.301204819277107,37.34939759036144
1,2025-12-03,2025-12-31,TREND_UP,intelligence_score,trend_score,LOW,LOW,57,UP,49.122807017543856,45.864197530864196,3.258609486679659,0.9225315789473685,0.4943,31.57894736842105,19.298245614035086,49.122807017543856
1,2025-12-03,2025-12-31,TREND_UP,intelligence_score,trend_score,LOW,HIGH,32,UP,50.0,45.864197530864196,4.135802469135802,-0.833425,0.5870500000000001,15.625,34.375,50.0
1,2025-12-03,2025-12-31,TREND_UP,intelligence_score,trend_score,HIGH,HIGH,54,UP,53.70370370370371,45.864197530864196,7.839506172839511,0.820637037037037,0.58325,33.33333333333333,12.962962962962962,53.70370370370371
1,2025-12-03,2025-12-31,CHOPPY,intelligence_score,momentum_score,LOW,LOW,38,DOWN,44.73684210526316,41.07744107744108,3.6594010278220788,0.001002631578947369,-0.27075000000000005,44.73684210526316,15.789473684210526,39.473684210526315
1,2025-12-03,2025-12-31,CHOPPY,intelligence_score,momentum_score,LOW,HIGH,50,UP,48.0,43.09764309764309,4.902356902356902,0.373988,0.4244,40.0,12.0,48.0
1,2025-12-03,2025-12-31,CHOPPY,intelligence_score,momentum_score,HIGH,HIGH,49,DOWN,46.93877551020408,41.07744107744108,5.861334432763004,-0.8956367346938776,-0.1794,46.93877551020408,14.285714285714285,38.775510204081634
1,2025-12-03,2025-12-31,LOW_VOL,intelligence_score,momentum_score,LOW,LOW,158,UP,55.06329113924051,39.63963963963964,15.42365149960087,0.7235202531645569,0.6911,17.088607594936708,27.848101265822784,55.06329113924051
1,2025-12-03,2025-12-31,LOW_VOL,intelligence_score,momentum_score,LOW,HIGH,80,DOWN,42.5,45.27027027027027,-2.7702702702702697,-0.013483750000000017,-0.01725,42.5,18.75,38.75
1,2025-12-03,2025-12-31,LOW_VOL,intelligence_score,momentum_score,HIGH,LOW,39,UP,58.97435897435898,39.63963963963964,19.334719334719335,1.2611512820512818,0.7293,20.51282051282051,20.51282051282051,58.97435897435898
1,2025-12-03,2025-12-31,LOW_VOL,intelligence_score,momentum_score,HIGH,HIGH,66,DOWN,45.45454545454545,45.27027027027027,0.1842751842751844,0.8494772727272727,-0.01805,45.45454545454545,13.636363636363635,40.909090909090914
1,2025-12-03,2025-12-31,TREND_DOWN,intelligence_score,momentum_score,LOW,LOW,163,UP,50.920245398773,53.9553752535497,-3.035129854776697,0.3282680981595093,0.5245,31.901840490797547,17.177914110429448,50.920245398773
1,2025-12-03,2025-12-31,TREND_DOWN,intelligence_score,momentum_score,LOW,HIGH,31,UP,54.83870967741935,53.9553752535497,0.8833344238696528,1.1153870967741935,0.7027,19.35483870967742,25.806451612903224,54.83870967741935
