primary_scenario,factor,factor_state,observations,scenario_dates,symbols,positive_5d_pct,mean_return_5d,median_return_5d,worst_return_5d,best_return_5d,scenario_baseline_observations,scenario_baseline_positive_5d_pct,scenario_baseline_mean_return_5d,global_baseline_observations,global_baseline_positive_5d_pct,global_baseline_mean_return_5d,positive_rate_lift_vs_scenario,mean_return_lift_vs_scenario,positive_rate_lift_vs_global,mean_return_lift_vs_global,predictive_strength_status,predictive_strength_reason
LOW_VOL,volatility_score,VERY_HIGH,863,18,49,53.07068366164543,0.1467952491309386,0.1699,-30.1183,14.1326,882,52.721088435374156,0.149093537414966,12446,50.851679254378915,0.14779617547806523,0.34959522627127626,-0.0022982882840273944,2.2190044072665174,-0.0010009263471266183,WEAK_OR_MIXED,Evidence does not show a stable directional lift.
TREND_UP,relative_strength,LOW,4110,84,49,50.72992700729927,0.0676651824817518,0.04065,-33.2122,16.3503,4159,50.613128155806685,0.07023282038951671,12446,50.851679254378915,0.14779617547806523,0.1167988514925824,-0.0025676379077649164,-0.12175224707964816,-0.08013099299631343,WEAK_OR_MIXED,Evidence does not show a stable directional lift.
TREND_UP,liquidity_score,HIGH,1171,84,26,50.72587532023911,0.0644929974380871,0.0459,-33.2122,16.3503,4159,50.613128155806685,0.07023282038951671,12446,50.851679254378915,0.14779617547806523,0.11274716443242738,-0.005739822951429607,-0.12580393413980318,-0.08330317803997812,WEAK_OR_MIXED,Evidence does not show a stable directional lift.
CHOPPY,trend_score,VERY_HIGH,820,31,49,47.92682926829268,-0.1782014634146341,-0.08655,-36.7376,11.4027,1519,46.93877551020408,-0.15502218564845294,12446,50.851679254378915,0.14779617547806523,0.9880537580885971,-0.023179277766181172,-2.9248499860862367,-0.32599763889269934,WEAK_OR_MIXED,Evidence does not show a stable directional lift.
CHOPPY,volatility_score,HIGH,250,26,43,44.8,-0.183168,-0.4979,-9.7891,13.4597,1519,46.93877551020408,-0.15502218564845294,12446,50.851679254378915,0.14779617547806523,-2.138775510204084,-0.02814581435154706,-6.051679254378918,-0.3309641754780652,WEAK_OR_MIXED,Evidence does not show a stable directional lift.
TREND_UP,liquidity_score,VERY_HIGH,2503,84,38,50.49940071913704,0.039958170195765,0.0369,-17.0136,13.9366,4159,50.613128155806685,0.07023282038951671,12446,50.851679254378915,0.14779617547806523,-0.11372743666964169,-0.03027465019375171,-0.35227853524187225,-0.10783800528230023,WEAK_OR_MIXED,Evidence does not show a stable directional lift.
TREND_UP,volatility_score,HIGH,600,64,45,49.333333333333336,0.0358419999999999,-0.09475,-13.2693,13.9366,4159,50.613128155806685,0.07023282038951671,12446,50.851679254378915,0.14779617547806523,-1.2797948224733489,-0.03439082038951681,-1.5183459210455794,-0.11195417547806533,WEAK_OR_MIXED,Evidence does not show a stable directional lift.
TREND_DOWN,intelligence_score,MEDIUM,2767,82,49,49.18684495843874,0.0951592338272496,-0.0352,-35.87,18.484,4067,50.30735185640521,0.13100995820014752,12446,50.851679254378915,0.14779617547806523,-1.1205068979664716,-0.03585072437289792,-1.6648342959401745,-0.05263694165081563,WEAK_OR_MIXED,Evidence does not show a stable directional lift.
TREND_DOWN,trend_score,MEDIUM,1629,82,49,47.6365868631062,0.0926298956414978,-0.1725,-13.5864,18.484,4067,50.30735185640521,0.13100995820014752,12446,50.851679254378915,0.14779617547806523,-2.6707649932990094,-0.038380062558649716,-3.2150923912727123,-0.055166279836567425,WEAK_OR_MIXED,Evidence does not show a stable directional lift.
HIGH_VOL,intelligence_score,MEDIUM,100,5,33,78.0,2.245536,2.12365,-3.6728,13.2915,245,73.87755102040816,2.284386530612245,12446,50.851679254378915,0.14779617547806523,4.122448979591837,-0.03885053061224486,27.148320745621085,2.097739824521935,WEAK_OR_MIXED,Evidence does not show a stable directional lift.
FLAT,trend_score,VERY_HIGH,166,6,48,53.01204819277109,0.0592933734939759,0.206,-7.5529,9.2944,294,52.721088435374156,0.10832142857142855,12446,50.851679254378915,0.14779617547806523,0.2909597573969336,-0.049028055077452656,2.1603689383921747,-0.08850280198408933,WEAK_OR_MIXED,Evidence does not show a stable directional lift.
CHOPPY,liquidity_score,HIGH,417,31,23,47.24220623501199,-0.2260690647482014,-0.1887,-36.7376,13.4597,1519,46.93877551020408,-0.15502218564845294,12446,50.851679254378915,0.14779617547806523,0.3034307248079102,-0.07104687909974847,-3.6094730193669236,-0.37386524022626666,WEAK_OR_MIXED,Evidence does not show a stable directional lift.
TREND_UP,momentum_score,HIGH,616,81,49,50.16233766233766,-0.0047488636363636,0.0195,-33.2122,10.7666,4159,50.613128155806685,0.07023282038951671,12446,50.851679254378915,0.14779617547806523,-0.45079049346902167,-0.07498168402588032,-0.6893415920412522,-0.15254503911442882,WEAK_OR_MIXED,Evidence does not show a stable directional lift.
CHOPPY,liquidity_score,VERY_HIGH,940,31,38,45.74468085106383,-0.2367478723404255,-0.27895,-15.3226,11.4027,1519,46.93877551020408,-0.15502218564845294,12446,50.851679254378915,0.14779617547806523,-1.194094659140248,-0.08172568669197255,-5.106998403315082,-0.3845440478184907,WEAK_OR_MIXED,Evidence does not show a stable directional lift.
TREND_DOWN,volatility_score,VERY_HIGH,3199,82,49,50.04688965301657,0.045443638637074,0.0079,-35.87,17.2931,4067,50.30735185640521,0.13100995820014752,12446,50.851679254378915,0.14779617547806523,-0.26046220338864146,-0.08556631956307352,-0.8047896013623443,-0.10235253684099123,WEAK_OR_MIXED,Evidence does not show a stable directional lift.
HIGH_VOL,liquidity_score,VERY_HIGH,168,5,34,73.21428571428571,2.1436363095238096,2.277,-11.438,9.8468,245,73.87755102040816,2.284386530612245,12446,50.851679254378915,0.14779617547806523,-0.6632653061224545,-0.14075022108843527,22.362606459906793,1.9958401340457443,WEAK_OR_MIXED,Evidence does not show a stable directional lift.
LOW_VOL,intelligence_score,HIGH,363,18,44,47.10743801652893,-0.0085735537190082,-0.074,-13.1396,14.1326,882,52.721088435374156,0.149093537414966,12446,50.851679254378915,0.14779617547806523,-5.613650418845225,-0.1576670911339742,-3.744241237849984,-0.15636972919707343,WEAK_OR_MIXED,Evidence does not show a stable directional lift.
TREND_UP,intelligence_score,HIGH,2084,84,47,50.14395393474088,-0.0928418426103646,0.0155,-16.5777,12.3968,4159,50.613128155806685,0.07023282038951671,12446,50.851679254378915,0.14779617547806523,-0.4691742210658063,-0.16307466299988133,-0.7077253196380369,-0.24063801808842983,WEAK_OR_MIXED,Evidence does not show a stable directional lift.
TREND_DOWN,liquidity_score,HIGH,1098,82,25,48.998178506375226,-0.0554486338797813,-0.07385,-35.87,18.484,4067,50.30735185640521,0.13100995820014752,12446,50.851679254378915,0.14779617547806523,-1.3091733500299867,-0.18645859207992882,-1.8535007480036896,-0.20324480935784653,WEAK_OR_MIXED,Evidence does not show a stable directional lift.
CHOPPY,intelligence_score,HIGH,622,31,46,45.337620578778136,-0.3741183279742765,-0.29025,-36.7376,10.7911,1519,46.93877551020408,-0.15502218564845294,12446,50.851679254378915,0.14779617547806523,-1.6011549314259454,-0.21909614232582358,-5.514058675600779,-0.5219145034523418,WEAK_OR_MIXED,Evidence does not show a stable directional lift.
LOW_VOL,momentum_score,LOW,44,14,28,40.909090909090914,-0.7026977272727273,-0.8389500000000001,-9.7743,7.5368,882,52.721088435374156,0.149093537414966,12446,50.851679254378915,0.14779617547806523,-11.811997526283243,-0.8517912646876933,-9.942588345288002,-0.8504939027507925,WEAK_OR_MIXED,Evidence does not show a stable directional lift.
