trade_date,index_name,sector,scenario,scenario_id,fingerprint,change_pct,intelligence_score,relative_strength,trend_score,momentum_score,volatility_score,liquidity_score,return_5d,direction_5d
2025-12-03,TATACONSUM.NS,,TREND_DOWN,UNEXPLORED_21,e3647c9a4d3c5632,-1.91,53.21,-1.73,70.0,37.84,88.23,70.0,0.0088,FLAT
2025-12-03,TATASTEEL.NS,,TREND_DOWN,UNEXPLORED_21,e3647c9a4d3c5632,-0.51,56.97,-0.33,50.0,46.32,88.52,100.0,-2.8097,DOWN
2025-12-03,TCS.NS,,TREND_DOWN,UNEXPLORED_21,e3647c9a4d3c5632,1.41,65.81,1.59,100.0,57.33,90.12,80.0,0.2893,FLAT
2025-12-03,TECHM.NS,,TREND_DOWN,UNEXPLORED_21,e3647c9a4d3c5632,0.33,64.36,0.51,100.0,54.19,87.1,80.0,0.5903,UP
2025-12-03,TRENT.NS,,TREND_DOWN,UNEXPLORED_21,e3647c9a4d3c5632,-0.91,48.98,-0.73,50.0,43.53,81.38,70.0,-4.0566,DOWN
2025-12-03,ULTRACEMCO.NS,,TREND_DOWN,UNEXPLORED_21,e3647c9a4d3c5632,-0.64,45.81,-0.46,50.0,46.72,92.33,40.0,-2.3639,DOWN
2025-12-04,ADANIENT.NS,,TREND_DOWN,UNEXPLORED_21,e3647c9a4d3c5632,1.28,50.74,1.1,50.0,51.59,81.02,70.0,2.6962,UP
2025-12-04,ADANIPORTS.NS,,TREND_DOWN,UNEXPLORED_21,e3647c9a4d3c5632,0.53,64.22,0.35,100.0,50.5,90.24,80.0,-0.1063,FLAT
2025-12-04,APOLLOHOSP.NS,,TREND_DOWN,UNEXPLORED_21,e3647c9a4d3c5632,0.24,46.26,0.06,50.0,48.79,92.44,40.0,-2.6594,DOWN
2025-12-04,ASIANPAINT.NS,,TREND_DOWN,UNEXPLORED_21,e3647c9a4d3c5632,0.13,62.1,-0.05,100.0,55.05,85.44,70.0,-6.0124,DOWN
2025-12-04,AXISBANK.NS,,TREND_DOWN,UNEXPLORED_21,e3647c9a4d3c5632,0.73,63.02,0.55,80.0,53.03,91.54,90.0,-0.5703,DOWN
2025-12-04,BAJAJ-AUTO.NS,,TREND_DOWN,UNEXPLORED_21,e3647c9a4d3c5632,0.94,57.28,0.76,100.0,54.04,91.62,40.0,-0.3467,FLAT
2025-12-04,BAJAJFINSV.NS,,TREND_DOWN,UNEXPLORED_21,e3647c9a4d3c5632,0.16,53.7,-0.02,70.0,47.8,80.72,70.0,0.8101,UP
2025-12-04,BAJFINANCE.NS,,TREND_DOWN,UNEXPLORED_21,e3647c9a4d3c5632,0.75,60.35,0.57,80.0,53.64,77.52,90.0,-2.2058,DOWN
2025-12-04,BEL.NS,,TREND_DOWN,UNEXPLORED_21,e3647c9a4d3c5632,0.79,57.23,0.61,50.0,49.82,85.74,100.0,-4.8262,DOWN
2025-12-04,BHARTIARTL.NS,,TREND_DOWN,UNEXPLORED_21,e3647c9a4d3c5632,0.85,62.14,0.67,70.0,53.62,86.42,100.0,-2.4052,DOWN
2025-12-04,BPCL.NS,,TREND_DOWN,UNEXPLORED_21,e3647c9a4d3c5632,-0.67,54.74,-0.85,50.0,46.7,86.98,90.0,-1.3202,DOWN
2025-12-04,BRITANNIA.NS,,TREND_DOWN,UNEXPLORED_21,e3647c9a4d3c5632,0.89,50.96,0.71,70.0,55.11,88.96,40.0,-0.502,DOWN
2025-12-04,CIPLA.NS,,TREND_DOWN,UNEXPLORED_21,e3647c9a4d3c5632,0.86,59.49,0.68,80.0,53.16,93.62,70.0,-0.572,DOWN
2025-12-04,COALINDIA.NS,,TREND_DOWN,UNEXPLORED_21,e3647c9a4d3c5632,1.01,59.03,0.83,70.0,54.0,90.31,80.0,1.3059,UP
2025-12-04,DRREDDY.NS,,TREND_DOWN,UNEXPLORED_21,e3647c9a4d3c5632,-0.24,62.91,-0.42,100.0,51.55,93.02,70.0,-0.3209,FLAT
2025-12-04,EICHERMOT.NS,,TREND_DOWN,UNEXPLORED_21,e3647c9a4d3c5632,0.26,55.59,0.08,80.0,51.24,86.61,60.0,2.1972,UP
2025-12-04,ETERNAL.NS,,TREND_DOWN,UNEXPLORED_21,e3647c9a4d3c5632,-0.67,56.07,-0.85,50.0,44.1,86.24,100.0,-1.623,DOWN
2025-12-04,GRASIM.NS,,TREND_DOWN,UNEXPLORED_21,e3647c9a4d3c5632,0.37,54.64,0.19,70.0,51.25,91.76,60.0,2.4685,UP
2025-12-04,HCLTECH.NS,,TREND_DOWN,UNEXPLORED_21,e3647c9a4d3c5632,0.86,64.33,0.68,100.0,54.84,86.14,80.0,1.0758,UP
2025-12-04,HDFCBANK.NS,,TREND_DOWN,UNEXPLORED_21,e3647c9a4d3c5632,-0.33,64.0,-0.51,80.0,47.61,92.38,100.0,0.3109,FLAT
2025-12-04,HDFCLIFE.NS,,TREND_DOWN,UNEXPLORED_21,e3647c9a4d3c5632,1.18,58.27,1.0,70.0,53.06,87.29,80.0,1.8927,UP
2025-12-04,HEROMOTOCO.NS,,TREND_DOWN,UNEXPLORED_21,e3647c9a4d3c5632,2.07,61.87,1.89,100.0,60.79,86.68,60.0,-5.6861,DOWN
2025-12-04,HINDALCO.NS,,TREND_DOWN,UNEXPLORED_21,e3647c9a4d3c5632,-0.67,65.13,-0.85,100.0,47.62,88.05,90.0,1.6712,UP
2025-12-04,HINDUNILVR.NS,,TREND_DOWN,UNEXPLORED_21,e3647c9a4d3c5632,0.58,63.12,0.4,100.0,52.55,92.63,70.0,-6.3602,DOWN
2025-12-04,ICICIBANK.NS,,TREND_DOWN,UNEXPLORED_21,e3647c9a4d3c5632,-0.34,67.8,-0.52,100.0,48.27,90.73,100.0,-1.9254,DOWN
2025-12-04,INDUSINDBK.NS,,TREND_DOWN,UNEXPLORED_21,e3647c9a4d3c5632,1.9,65.11,1.72,100.0,60.15,83.67,80.0,-3.1808,DOWN
2025-12-04,INFY.NS,,TREND_DOWN,UNEXPLORED_21,e3647c9a4d3c5632,1.2,69.05,1.02,100.0,58.12,86.12,100.0,0.025,FLAT
2025-12-04,ITC.NS,,TREND_DOWN,UNEXPLORED_21,e3647c9a4d3c5632,0.64,59.43,0.46,50.0,52.08,94.63,100.0,-0.0372,FLAT
2025-12-04,JIOFIN.NS,,TREND_DOWN,UNEXPLORED_21,e3647c9a4d3c5632,0.42,59.8,0.24,70.0,50.1,88.64,90.0,-1.2572,DOWN
2025-12-04,JSWSTEEL.NS,,TREND_DOWN,UNEXPLORED_21,e3647c9a4d3c5632,0.61,55.27,0.43,70.0,50.44,85.48,70.0,-3.9284,DOWN
2025-12-04,KOTAKBANK.NS,,TREND_DOWN,UNEXPLORED_21,e3647c9a4d3c5632,-0.5,68.34,-0.68,100.0,48.09,93.59,100.0,2.098,UP
2025-12-04,LT.NS,,TREND_DOWN,UNEXPLORED_21,e3647c9a4d3c5632,-0.11,55.82,-0.29,70.0,46.25,92.86,70.0,0.5096,UP
2025-12-04,M&M.NS,,TREND_DOWN,UNEXPLORED_21,e3647c9a4d3c5632,0.61,57.78,0.43,70.0,50.36,88.1,80.0,-0.1743,FLAT
2025-12-04,MARUTI.NS,,TREND_DOWN,UNEXPLORED_21,e3647c9a4d3c5632,-0.55,55.83,-0.73,100.0,47.54,91.6,40.0,1.5881,UP
2025-12-04,NESTLEIND.NS,,TREND_DOWN,UNEXPLORED_21,e3647c9a4d3c5632,0.04,50.31,-0.14,50.0,47.67,93.88,60.0,-2.2054,DOWN
2025-12-04,NTPC.NS,,TREND_DOWN,UNEXPLORED_21,e3647c9a4d3c5632,0.0,60.47,-0.18,70.0,48.09,94.28,90.0,-0.1084,FLAT
2025-12-04,ONGC.NS,,TREND_DOWN,UNEXPLORED_21,e3647c9a4d3c5632,0.92,56.81,0.74,50.0,52.11,91.21,90.0,-1.577,DOWN
2025-12-04,POWERGRID.NS,,TREND_DOWN,UNEXPLORED_21,e3647c9a4d3c5632,0.24,62.54,0.06,70.0,49.8,92.84,100.0,-1.5979,DOWN
2025-12-04,RELIANCE.NS,,TREND_DOWN,UNEXPLORED_21,e3647c9a4d3c5632,-0.21,63.56,-0.39,80.0,46.41,91.41,100.0,0.6121,UP
2025-12-04,SBILIFE.NS,,TREND_DOWN,UNEXPLORED_21,e3647c9a4d3c5632,1.53,58.1,1.35,80.0,57.56,91.6,60.0,0.1997,FLAT
2025-12-04,SBIN.NS,,TREND_DOWN,UNEXPLORED_21,e3647c9a4d3c5632,-0.31,59.35,-0.49,70.0,44.81,91.96,90.0,1.5979,UP
2025-12-04,SHRIRAMFIN.NS,,TREND_DOWN,UNEXPLORED_21,e3647c9a4d3c5632,0.01,58.52,-0.17,70.0,45.44,87.14,90.0,2.2943,UP
2025-12-04,SUNPHARMA.NS,,TREND_DOWN,UNEXPLORED_21,e3647c9a4d3c5632,0.64,63.38,0.46,100.0,53.59,92.84,70.0,-0.6105,DOWN
2025-12-04,TATACONSUM.NS,,TREND_DOWN,UNEXPLORED_21,e3647c9a4d3c5632,0.74,55.86,0.56,70.0,50.42,88.32,70.0,-0.5486,DOWN
2025-12-04,TATASTEEL.NS,,TREND_DOWN,UNEXPLORED_21,e3647c9a4d3c5632,-0.09,61.31,-0.27,70.0,47.88,88.65,100.0,-0.2339,FLAT
2025-12-04,TCS.NS,,TREND_DOWN,UNEXPLORED_21,e3647c9a4d3c5632,1.55,66.36,1.37,100.0,60.66,89.77,80.0,-1.1551,DOWN
2025-12-04,TECHM.NS,,TREND_DOWN,UNEXPLORED_21,e3647c9a4d3c5632,1.34,65.54,1.16,100.0,59.56,86.96,80.0,0.3776,FLAT
2025-12-04,TRENT.NS,,TREND_DOWN,UNEXPLORED_21,e3647c9a4d3c5632,0.66,50.71,0.48,50.0,51.77,81.31,70.0,-3.9921,DOWN
2025-12-04,ULTRACEMCO.NS,,TREND_DOWN,UNEXPLORED_21,e3647c9a4d3c5632,0.15,46.51,-0.03,50.0,49.97,92.58,40.0,-1.1716,DOWN
2025-12-05,ADANIENT.NS,,CHOPPY,UNEXPLORED_17,3c9f74d9ff46c9aa,2.14,52.32,1.55,50.0,58.88,81.19,70.0,0.7504,UP
2025-12-05,ADANIPORTS.NS,,CHOPPY,UNEXPLORED_17,3c9f74d9ff46c9aa,0.25,64.16,-0.34,100.0,50.46,90.33,80.0,0.8878,UP
2025-12-05,APOLLOHOSP.NS,,CHOPPY,UNEXPLORED_17,3c9f74d9ff46c9aa,-0.16,46.15,-0.75,50.0,47.56,93.2,40.0,-1.231,DOWN
2025-12-05,ASIANPAINT.NS,,CHOPPY,UNEXPLORED_17,3c9f74d9ff46c9aa,0.38,61.81,-0.21,100.0,53.63,85.44,70.0,-6.8621,DOWN
2025-12-05,AXISBANK.NS,,CHOPPY,UNEXPLORED_17,3c9f74d9ff46c9aa,0.2,62.91,-0.39,80.0,52.87,91.69,90.0,0.2807,FLAT
2025-12-05,BAJAJ-AUTO.NS,,CHOPPY,UNEXPLORED_17,3c9f74d9ff46c9aa,0.26,56.67,-0.33,100.0,51.73,91.63,40.0,-1.0319,DOWN
2025-12-05,BAJAJFINSV.NS,,CHOPPY,UNEXPLORED_17,3c9f74d9ff46c9aa,2.31,58.64,1.72,80.0,61.02,80.48,70.0,-0.6392,DOWN
2025-12-05,BAJFINANCE.NS,,CHOPPY,UNEXPLORED_17,3c9f74d9ff46c9aa,1.84,65.89,1.25,100.0,60.39,77.79,90.0,-2.9294,DOWN
2025-12-05,BEL.NS,,CHOPPY,UNEXPLORED_17,3c9f74d9ff46c9aa,-0.06,56.74,-0.65,50.0,47.61,86.1,100.0,-4.2885,DOWN
2025-12-05,BHARTIARTL.NS,,CHOPPY,UNEXPLORED_17,3c9f74d9ff46c9aa,0.24,60.52,-0.35,70.0,51.08,91.5,90.0,-1.2045,DOWN
2025-12-05,BPCL.NS,,CHOPPY,UNEXPLORED_17,3c9f74d9ff46c9aa,1.21,56.51,0.62,50.0,55.31,86.63,90.0,1.3183,UP
2025-12-05,BRITANNIA.NS,,CHOPPY,UNEXPLORED_17,3c9f74d9ff46c9aa,1.44,53.81,0.85,80.0,58.26,89.94,40.0,-0.7633,DOWN
2025-12-05,CIPLA.NS,,CHOPPY,UNEXPLORED_17,3c9f74d9ff46c9aa,-0.01,54.73,-0.6,60.0,50.02,93.64,70.0,-0.2236,FLAT
2025-12-05,COALINDIA.NS,,CHOPPY,UNEXPLORED_17,3c9f74d9ff46c9aa,0.24,60.42,-0.35,80.0,51.68,90.43,80.0,0.8949,UP
2025-12-05,DRREDDY.NS,,CHOPPY,UNEXPLORED_17,3c9f74d9ff46c9aa,-0.19,62.6,-0.78,100.0,50.02,92.96,70.0,0.3215,FLAT
2025-12-05,EICHERMOT.NS,,CHOPPY,UNEXPLORED_17,3c9f74d9ff46c9aa,1.52,57.16,0.93,80.0,58.42,86.46,60.0,0.2913,FLAT
2025-12-05,ETERNAL.NS,,CHOPPY,UNEXPLORED_17,3c9f74d9ff46c9aa,-1.13,55.49,-1.72,50.0,41.38,86.09,100.0,1.9323,UP
2025-12-05,GRASIM.NS,,CHOPPY,UNEXPLORED_17,3c9f74d9ff46c9aa,0.61,52.99,0.02,80.0,53.03,91.9,40.0,3.2654,UP
2025-12-05,HCLTECH.NS,,CHOPPY,UNEXPLORED_17,3c9f74d9ff46c9aa,1.72,65.8,1.13,100.0,61.64,86.22,80.0,-0.5823,DOWN
2025-12-05,HDFCBANK.NS,,CHOPPY,UNEXPLORED_17,3c9f74d9ff46c9aa,0.61,65.21,0.02,80.0,53.7,92.32,100.0,-0.1794,FLAT
2025-12-05,HDFCLIFE.NS,,CHOPPY,UNEXPLORED_17,3c9f74d9ff46c9aa,0.99,56.71,0.4,60.0,55.46,87.71,80.0,1.1974,UP
2025-12-05,HEROMOTOCO.NS,,CHOPPY,UNEXPLORED_17,3c9f74d9ff46c9aa,0.17,60.13,-0.42,100.0,53.67,87.0,60.0,-6.1491,DOWN
2025-12-05,HINDALCO.NS,,CHOPPY,UNEXPLORED_17,3c9f74d9ff46c9aa,1.54,65.62,0.95,100.0,59.49,87.65,80.0,3.5044,UP
2025-12-05,HINDUNILVR.NS,,CHOPPY,UNEXPLORED_17,3c9f74d9ff46c9aa,-5.02,53.68,-5.61,90.0,21.82,86.56,70.0,-3.3353,DOWN
2025-12-05,ICICIBANK.NS,,CHOPPY,UNEXPLORED_17,3c9f74d9ff46c9aa,0.42,68.95,-0.17,100.0,53.38,91.38,100.0,-1.9031,DOWN
2025-12-05,INDUSINDBK.NS,,CHOPPY,UNEXPLORED_17,3c9f74d9ff46c9aa,0.82,64.09,0.23,100.0,56.44,83.79,80.0,-2.7526,DOWN
2025-12-05,INFY.NS,,CHOPPY,UNEXPLORED_17,3c9f74d9ff46c9aa,1.16,69.33,0.57,100.0,60.03,86.04,100.0,-1.1137,DOWN
2025-12-05,ITC.NS,,CHOPPY,UNEXPLORED_17,3c9f74d9ff46c9aa,0.47,61.55,-0.12,60.0,52.88,94.86,100.0,-1.1977,DOWN
2025-12-05,JIOFIN.NS,,CHOPPY,UNEXPLORED_17,3c9f74d9ff46c9aa,0.5,55.99,-0.09,50.0,51.33,88.62,90.0,-0.9877,DOWN
2025-12-05,JSWSTEEL.NS,,CHOPPY,UNEXPLORED_17,3c9f74d9ff46c9aa,1.01,58.01,0.42,80.0,54.35,85.29,70.0,-3.1578,DOWN
2025-12-05,KOTAKBANK.NS,,CHOPPY,UNEXPLORED_17,3c9f74d9ff46c9aa,0.91,69.76,0.32,100.0,55.13,93.36,100.0,1.007,UP
2025-12-05,LT.NS,,CHOPPY,UNEXPLORED_17,3c9f74d9ff46c9aa,1.37,59.71,0.78,80.0,55.42,92.35,70.0,0.889,UP
2025-12-05,M&M.NS,,CHOPPY,UNEXPLORED_17,3c9f74d9ff46c9aa,1.24,60.75,0.65,80.0,54.5,88.62,80.0,-1.0089,DOWN
2025-12-05,MARUTI.NS,,CHOPPY,UNEXPLORED_17,3c9f74d9ff46c9aa,1.8,58.14,1.21,100.0,58.65,90.85,40.0,1.474,UP
2025-12-05,NESTLEIND.NS,,CHOPPY,UNEXPLORED_17,3c9f74d9ff46c9aa,0.36,50.72,-0.23,50.0,49.79,93.82,60.0,-0.6897,DOWN
2025-12-05,NTPC.NS,,CHOPPY,UNEXPLORED_17,3c9f74d9ff46c9aa,0.11,56.52,-0.48,50.0,48.34,94.28,90.0,0.5413,UP
2025-12-05,ONGC.NS,,CHOPPY,UNEXPLORED_17,3c9f74d9ff46c9aa,-0.41,55.62,-1.0,50.0,46.85,91.26,90.0,-1.3307,DOWN
2025-12-05,POWERGRID.NS,,CHOPPY,UNEXPLORED_17,3c9f74d9ff46c9aa,0.26,58.92,-0.33,50.0,51.61,92.99,100.0,-2.298,DOWN
2025-12-05,RELIANCE.NS,,CHOPPY,UNEXPLORED_17,3c9f74d9ff46c9aa,0.33,64.44,-0.26,80.0,50.21,92.01,100.0,1.0321,UP
2025-12-05,SBILIFE.NS,,CHOPPY,UNEXPLORED_17,3c9f74d9ff46c9aa,1.04,53.96,0.45,60.0,57.45,91.88,60.0,0.1087,FLAT
2025-12-05,SBIN.NS,,CHOPPY,UNEXPLORED_17,3c9f74d9ff46c9aa,2.47,64.44,1.88,80.0,60.06,90.25,90.0,-0.8595,DOWN
2025-12-05,SHRIRAMFIN.NS,,CHOPPY,UNEXPLORED_17,3c9f74d9ff46c9aa,3.23,64.89,2.64,80.0,64.91,86.88,90.0,-0.8071,DOWN
2025-12-05,SUNPHARMA.NS,,CHOPPY,UNEXPLORED_17,3c9f74d9ff46c9aa,-0.71,61.89,-1.3,100.0,47.04,92.43,70.0,-0.6536,DOWN
2025-12-05,TATACONSUM.NS,,CHOPPY,UNEXPLORED_17,3c9f74d9ff46c9aa,1.26,56.8,0.67,70.0,54.66,88.69,70.0,-1.1695,DOWN
2025-12-05,TATASTEEL.NS,,CHOPPY,UNEXPLORED_17,3c9f74d9ff46c9aa,0.2,58.11,-0.39,50.0,50.17,90.36,100.0,2.8604,UP
2025-12-05,TCS.NS,,CHOPPY,UNEXPLORED_17,3c9f74d9ff46c9aa,0.28,65.19,-0.31,100.0,55.9,90.04,80.0,-0.5466,DOWN
2025-12-05,TECHM.NS,,CHOPPY,UNEXPLORED_17,3c9f74d9ff46c9aa,0.54,64.95,-0.05,100.0,56.5,88.26,80.0,0.4838,FLAT
2025-12-05,TRENT.NS,,CHOPPY,UNEXPLORED_17,3c9f74d9ff46c9aa,-0.78,49.24,-1.37,50.0,44.83,81.35,70.0,-2.5746,DOWN
2025-12-05,ULTRACEMCO.NS,,CHOPPY,UNEXPLORED_17,3c9f74d9ff46c9aa,-0.09,46.31,-0.68,50.0,48.91,92.64,40.0,1.0865,UP
2025-12-08,ADANIENT.NS,,TREND_DOWN,UNEXPLORED_20,d59364ccfbbaa9f5,-2.17,50.55,-1.31,50.0,41.01,81.75,80.0,2.8292,UP
2025-12-08,ADANIPORTS.NS,,TREND_DOWN,UNEXPLORED_20,d59364ccfbbaa9f5,-1.91,55.82,-1.05,70.0,39.86,89.25,80.0,2.1682,UP
2025-12-08,APOLLOHOSP.NS,,TREND_DOWN,UNEXPLORED_20,d59364ccfbbaa9f5,-1.3,45.1,-0.44,50.0,42.16,93.35,40.0,-0.1339,FLAT
2025-12-08,ASIANPAINT.NS,,TREND_DOWN,UNEXPLORED_20,d59364ccfbbaa9f5,-1.35,59.93,-0.49,100.0,44.77,84.9,70.0,-5.0575,DOWN
2025-12-08,AXISBANK.NS,,TREND_DOWN,UNEXPLORED_20,d59364ccfbbaa9f5,-0.68,61.86,0.18,80.0,47.53,91.59,90.0,0.8636,UP
2025-12-08,BAJAJ-AUTO.NS,,TREND_DOWN,UNEXPLORED_20,d59364ccfbbaa9f5,-0.91,51.54,-0.05,80.0,46.37,91.31,40.0,-0.9528,DOWN
2025-12-08,BAJAJFINSV.NS,,TREND_DOWN,UNEXPLORED_20,d59364ccfbbaa9f5,-1.78,52.69,-0.92,70.0,43.3,80.17,70.0,0.5488,UP
2025-12-08,BAJFINANCE.NS,,TREND_DOWN,UNEXPLORED_20,d59364ccfbbaa9f5,-2.06,62.13,-1.2,100.0,42.84,77.79,90.0,-1.3348,DOWN
2025-12-08,BEL.NS,,TREND_DOWN,UNEXPLORED_20,d59364ccfbbaa9f5,-5.04,50.89,-4.18,50.0,22.11,82.35,100.0,1.1258,UP
2025-12-08,BHARTIARTL.NS,,TREND_DOWN,UNEXPLORED_20,d59364ccfbbaa9f5,-1.07,55.3,-0.21,50.0,45.36,91.16,90.0,-0.7909,DOWN
2025-12-08,BPCL.NS,,TREND_DOWN,UNEXPLORED_20,d59364ccfbbaa9f5,-0.76,54.75,0.1,50.0,47.08,86.58,90.0,2.643,UP
2025-12-08,BRITANNIA.NS,,TREND_DOWN,UNEXPLORED_20,d59364ccfbbaa9f5,-1.9,52.47,-1.04,90.0,43.12,89.21,40.0,3.2578,UP
2025-12-08,CIPLA.NS,,TREND_DOWN,UNEXPLORED_20,d59364ccfbbaa9f5,-1.53,51.06,-0.67,50.0,42.51,92.79,70.0,0.6944,UP
2025-12-08,COALINDIA.NS,,TREND_DOWN,UNEXPLORED_20,d59364ccfbbaa9f5,-0.68,57.75,0.18,70.0,47.72,90.87,80.0,1.8815,UP
2025-12-08,DRREDDY.NS,,TREND_DOWN,UNEXPLORED_20,d59364ccfbbaa9f5,-0.68,61.95,0.18,100.0,46.69,92.87,70.0,1.1133,UP
2025-12-08,EICHERMOT.NS,,TREND_DOWN,UNEXPLORED_20,d59364ccfbbaa9f5,-0.92,58.68,-0.06,100.0,47.15,86.26,60.0,-0.287,FLAT
2025-12-08,ETERNAL.NS,,TREND_DOWN,UNEXPLORED_20,d59364ccfbbaa9f5,-2.45,53.75,-1.59,50.0,33.24,85.49,100.0,4.6275,UP
2025-12-08,GRASIM.NS,,TREND_DOWN,UNEXPLORED_20,d59364ccfbbaa9f5,-0.1,50.83,0.76,70.0,50.86,92.55,40.0,2.7986,UP
2025-12-08,HCLTECH.NS,,TREND_DOWN,UNEXPLORED_20,d59364ccfbbaa9f5,0.33,64.71,1.19,100.0,55.82,86.56,80.0,-0.2724,FLAT
2025-12-08,HDFCBANK.NS,,TREND_DOWN,UNEXPLORED_20,d59364ccfbbaa9f5,-0.02,64.69,0.84,80.0,50.27,92.32,100.0,-0.6978,DOWN
2025-12-08,HDFCLIFE.NS,,TREND_DOWN,UNEXPLORED_20,d59364ccfbbaa9f5,-0.55,53.45,0.31,50.0,49.3,87.62,80.0,1.1321,UP
2025-12-08,HEROMOTOCO.NS,,TREND_DOWN,UNEXPLORED_20,d59364ccfbbaa9f5,-2.89,56.36,-2.03,100.0,37.3,84.49,60.0,-3.3647,DOWN
2025-12-08,HINDALCO.NS,,TREND_DOWN,UNEXPLORED_20,d59364ccfbbaa9f5,-0.46,63.54,0.4,100.0,49.56,87.72,80.0,3.4657,UP
2025-12-08,HINDUNILVR.NS,,TREND_DOWN,UNEXPLORED_20,d59364ccfbbaa9f5,-1.05,52.76,-0.19,70.0,37.39,86.41,70.0,-0.8859,DOWN
2025-12-08,ICICIBANK.NS,,TREND_DOWN,UNEXPLORED_20,d59364ccfbbaa9f5,-0.21,68.23,0.65,100.0,49.18,91.34,100.0,-1.7559,DOWN
2025-12-08,INDUSINDBK.NS,,TREND_DOWN,UNEXPLORED_20,d59364ccfbbaa9f5,-3.3,57.56,-2.44,90.0,36.06,81.75,80.0,1.1707,UP
2025-12-08,INFY.NS,,TREND_DOWN,UNEXPLORED_20,d59364ccfbbaa9f5,-0.33,67.92,0.53,100.0,52.28,86.78,100.0,-0.2483,FLAT
2025-12-08,ITC.NS,,TREND_DOWN,UNEXPLORED_20,d59364ccfbbaa9f5,-0.65,58.51,0.21,50.0,47.62,94.72,100.0,0.0,FLAT
2025-12-08,JIOFIN.NS,,TREND_DOWN,UNEXPLORED_20,d59364ccfbbaa9f5,-2.16,53.36,-1.3,50.0,39.06,87.76,90.0,0.8075,UP
2025-12-08,JSWSTEEL.NS,,TREND_DOWN,UNEXPLORED_20,d59364ccfbbaa9f5,-3.71,46.96,-2.85,50.0,31.52,83.26,70.0,-0.3842,FLAT
2025-12-08,KOTAKBANK.NS,,TREND_DOWN,UNEXPLORED_20,d59364ccfbbaa9f5,-1.08,67.55,-0.22,100.0,44.93,92.81,100.0,2.3316,UP
2025-12-08,LT.NS,,TREND_DOWN,UNEXPLORED_20,d59364ccfbbaa9f5,-1.03,55.49,-0.17,70.0,45.34,92.09,70.0,2.392,UP
2025-12-08,M&M.NS,,TREND_DOWN,UNEXPLORED_20,d59364ccfbbaa9f5,-0.95,52.99,-0.09,50.0,46.43,88.52,80.0,-2.0018,DOWN
2025-12-08,MARUTI.NS,,TREND_DOWN,UNEXPLORED_20,d59364ccfbbaa9f5,-0.58,55.94,0.28,100.0,48.72,90.72,40.0,1.4085,UP
2025-12-08,NESTLEIND.NS,,TREND_DOWN,UNEXPLORED_20,d59364ccfbbaa9f5,-2.57,47.46,-1.71,50.0,35.64,91.65,60.0,2.3625,UP
2025-12-08,NTPC.NS,,TREND_DOWN,UNEXPLORED_20,d59364ccfbbaa9f5,-1.18,55.39,-0.32,50.0,43.18,93.75,90.0,1.3928,UP
2025-12-08,ONGC.NS,,TREND_DOWN,UNEXPLORED_20,d59364ccfbbaa9f5,-1.12,54.92,-0.26,50.0,43.56,91.03,90.0,-1.329,DOWN
2025-12-08,POWERGRID.NS,,TREND_DOWN,UNEXPLORED_20,d59364ccfbbaa9f5,-1.7,56.72,-0.84,50.0,40.93,92.65,100.0,-1.1312,DOWN
2025-12-08,RELIANCE.NS,,TREND_DOWN,UNEXPLORED_20,d59364ccfbbaa9f5,0.16,64.7,1.02,80.0,50.36,92.12,100.0,0.8555,UP
2025-12-08,SBILIFE.NS,,TREND_DOWN,UNEXPLORED_20,d59364ccfbbaa9f5,-0.15,53.11,0.71,60.0,52.85,91.97,60.0,0.7027,UP
2025-12-08,SBIN.NS,,TREND_DOWN,UNEXPLORED_20,d59364ccfbbaa9f5,-1.55,60.65,-0.69,70.0,43.58,89.65,100.0,1.1345,UP
2025-12-08,SHRIRAMFIN.NS,,TREND_DOWN,UNEXPLORED_20,d59364ccfbbaa9f5,-2.42,59.22,-1.56,80.0,40.47,85.64,90.0,2.5292,UP
2025-12-08,SUNPHARMA.NS,,TREND_DOWN,UNEXPLORED_20,d59364ccfbbaa9f5,-0.5,57.96,0.36,80.0,47.25,92.2,70.0,0.0501,FLAT
2025-12-08,TATACONSUM.NS,,TREND_DOWN,UNEXPLORED_20,d59364ccfbbaa9f5,-1.47,50.59,-0.61,50.0,43.7,89.23,70.0,1.0124,UP
2025-12-08,TATASTEEL.NS,,TREND_DOWN,UNEXPLORED_20,d59364ccfbbaa9f5,-2.18,55.51,-1.32,50.0,37.88,89.65,100.0,5.7503,UP
2025-12-08,TCS.NS,,TREND_DOWN,UNEXPLORED_20,d59364ccfbbaa9f5,-0.05,64.82,0.81,100.0,53.17,90.14,80.0,-0.1947,FLAT
2025-12-08,TECHM.NS,,TREND_DOWN,UNEXPLORED_20,d59364ccfbbaa9f5,1.34,66.23,2.2,100.0,60.8,88.16,80.0,-1.0303,DOWN
2025-12-08,TRENT.NS,,TREND_DOWN,UNEXPLORED_20,d59364ccfbbaa9f5,-2.21,47.39,-1.35,50.0,37.1,89.85,60.0,0.4523,FLAT
2025-12-08,ULTRACEMCO.NS,,TREND_DOWN,UNEXPLORED_20,d59364ccfbbaa9f5,-0.49,46.08,0.37,50.0,47.14,92.89,40.0,1.6291,UP
2025-12-09,ADANIENT.NS,,TREND_DOWN,UNEXPLORED_20,d59364ccfbbaa9f5,1.31,53.9,1.78,50.0,56.28,81.45,80.0,0.1203,FLAT
