trade_date,candidate,scenario_id,primary_scenario,fingerprint,spread
2026-05-20,TRACK_B_CONDITIONAL_SCORE,UNEXPLORED_25,TREND_UP,462b4025dc9ef2d4,-1.70785
2026-05-20,TRACK_B_FACTOR_AGREEMENT,UNEXPLORED_25,TREND_UP,462b4025dc9ef2d4,-1.1492222222222221
2026-05-21,TRACK_B_BASELINE_FAILURE,UNEXPLORED_18,CHOPPY,805568ee4a55f676,-1.8384100000000003
2026-05-21,TRACK_B_CONDITIONAL_SCORE,UNEXPLORED_18,CHOPPY,805568ee4a55f676,-0.8002700000000003
2026-05-21,TRACK_B_FACTOR_AGREEMENT,UNEXPLORED_18,CHOPPY,805568ee4a55f676,-3.5116111111111112
2026-05-22,TRACK_B_BASELINE_FAILURE,UNEXPLORED_17,CHOPPY,3c9f74d9ff46c9aa,-1.06726
2026-05-22,TRACK_B_CONDITIONAL_SCORE,UNEXPLORED_17,CHOPPY,3c9f74d9ff46c9aa,0.9299799999999999
2026-05-22,TRACK_B_FACTOR_AGREEMENT,UNEXPLORED_17,CHOPPY,3c9f74d9ff46c9aa,-0.5364555555555556
2026-05-25,TRACK_B_BASELINE_FAILURE,UNEXPLORED_45,TREND_UP,d6359b8ab950e757,-0.9843600000000003
2026-05-25,TRACK_B_CONDITIONAL_SCORE,UNEXPLORED_45,TREND_UP,d6359b8ab950e757,-0.11111999999999966
2026-05-25,TRACK_B_FACTOR_AGREEMENT,UNEXPLORED_45,TREND_UP,d6359b8ab950e757,0.31363333333333365
2026-05-26,TRACK_B_BASELINE_FAILURE,UNEXPLORED_16,TREND_UP,ee5597a108fed5c1,0.8075799999999993
2026-05-26,TRACK_B_CONDITIONAL_SCORE,UNEXPLORED_16,TREND_UP,ee5597a108fed5c1,1.3384899999999997
2026-05-26,TRACK_B_FACTOR_AGREEMENT,UNEXPLORED_16,TREND_UP,ee5597a108fed5c1,1.231211111111111
2026-05-27,TRACK_B_BASELINE_FAILURE,UNEXPLORED_14,TREND_UP,0488aa61a160ea49,-0.42152999999999974
2026-05-27,TRACK_B_CONDITIONAL_SCORE,UNEXPLORED_14,TREND_UP,0488aa61a160ea49,-0.10480000000000045
2026-05-27,TRACK_B_FACTOR_AGREEMENT,UNEXPLORED_14,TREND_UP,0488aa61a160ea49,1.8338333333333328
