id_x,trade_date,symbol,sector,change_pct,sector_strength,position_pct,total_score,intelligence_score,created_at,rank,grade,id_y,return_1d,return_5d,return_10d,return_20d,success_1d,success_5d,success_10d,success_20d,strong_win,strong_loss,top10_pick,top20_pick,future_direction
22789,2026-04-22,TATACONSUM.NS,FMCG,3.2,0.7757142857142857,82.81,81.63265306122449,81.63265306122449,2026-06-16 15:55:17,7,B,36337,0.49210928219923483,-0.8993721364330486,-2.239945698286091,2.55387748175803,1,0,0,1,0,0,1,1,BULLISH
22837,2026-04-23,COALINDIA.NS,METALS,1.46,0.022499999999999992,80.56,80.30612244897958,77.9591836734694,2026-06-16 15:55:17,4,B,28568,1.1871740818817316,6.834572284477979,3.55042716076778,2.1191612115832714,1,1,1,1,0,0,1,1,BULLISH
22839,2026-04-23,BEL.NS,POWER,0.28,0.28,82.31,79.59183673469389,78.77551020408163,2026-06-16 15:55:17,9,B,27273,-1.222358039782198,-4.144904989443267,-2.3335926214023783,-6.567396377375266,0,0,0,0,0,1,1,1,BEARISH
23181,2026-05-04,ADANIENT.NS,DIVERSIFIED,3.21,3.21,79.22,85.71428571428571,83.06122448979592,2026-06-16 15:55:17,2,A,25208,-0.9534537554813461,0.5833366858430221,8.210966729693864,17.045500261495768,0,1,1,1,1,0,1,1,BULLISH
23280,2026-05-06,SHRIRAMFIN.NS,FINANCIALS,4.12,2.415,81.14,80.51020408163265,78.9795918367347,2026-06-16 15:55:17,2,B,35829,1.150283836271283,-8.320884374066335,-8.032068519071803,-9.077781097500246,1,0,0,0,0,1,1,1,BEARISH
23332,2026-05-07,SHRIRAMFIN.NS,FINANCIALS,1.15,0.49833333333333335,83.31,75.20408163265306,75.10204081632654,2026-06-16 15:55:18,1,B,35830,-0.7778270073352018,-7.9308817013735,-9.934524688623048,-9.949293555850929,0,0,0,0,0,1,1,1,BEARISH
23377,2026-05-08,TATACONSUM.NS,FMCG,2.13,-0.03857142857142848,81.6,75.71428571428572,75.71428571428571,2026-06-16 15:55:18,6,C,36349,8.05985376636626,4.914130249957486,1.3263050501615292,-3.8513858187383057,1,1,1,0,0,0,1,1,BEARISH
23425,2026-05-11,COALINDIA.NS,METALS,1.76,-0.6375,84.74,77.44897959183675,78.16326530612245,2026-06-16 15:55:18,4,B,28580,-0.3014318010550064,-0.5059748089137617,-1.3887393691462995,1.6901711702013182,0,0,0,1,0,0,1,1,BULLISH
23476,2026-05-12,NTPC.NS,ENERGY,-0.06,-0.14400000000000007,80.92,84.48979591836735,82.0408163265306,2026-06-16 15:55:18,9,B,34279,-0.5729564553093965,-0.8403361344537844,-0.7639419404125287,-7.715813598166542,0,0,0,0,0,1,1,1,BEARISH
23477,2026-05-12,COALINDIA.NS,METALS,-0.3,0.1475,83.48,83.16326530612244,82.85714285714286,2026-06-16 15:55:18,5,B,28581,-0.17276751970629767,-1.3173523377605059,-1.0582010582010657,0.3995248893208003,0,0,0,1,0,0,1,1,BULLISH
23526,2026-05-13,ADANIENT.NS,DIVERSIFIED,3.86,3.86,80.56,78.36734693877551,78.16326530612244,2026-06-16 15:55:18,3,B,25215,8.602882305844679,8.278622898318662,19.019215372297836,19.291433146517218,1,1,1,1,1,0,1,1,BULLISH
23770,2026-05-20,NTPC.NS,ENERGY,0.78,1.436,80.64,81.22448979591836,80.20408163265306,2026-06-16 15:55:18,8,C,34285,-0.9300547840489176,1.4524143202955762,-6.5358644413301,-9.224104981526308,0,1,0,0,0,1,1,1,BEARISH
23817,2026-05-21,TATASTEEL.NS,METALS,0.76,0.5525,82.1,85.61224489795919,84.28571428571429,2026-06-16 15:55:18,4,B,36617,0.29245373477801573,2.934125994822119,0.7766804103940819,-9.770831335698544,1,1,1,0,0,1,1,1,BEARISH
23964,2026-05-26,TATASTEEL.NS,METALS,0.12,0.21500000000000002,84.8,82.75510204081633,81.42857142857143,2026-06-16 15:55:18,5,B,36620,2.0097876181878602,0.06176652254477857,-3.682234997861928,-10.581080439017441,1,1,0,0,0,1,1,1,BEARISH
23965,2026-05-26,COALINDIA.NS,METALS,0.03,0.21500000000000002,79.08,79.28571428571428,77.04081632653062,2026-06-16 15:55:18,7,B,28591,1.0695187165775477,3.055767761650115,1.4733165993670196,-5.926006766342897,1,1,1,0,0,1,1,1,BEARISH
24118,2026-05-29,NESTLEIND.NS,FMCG,-0.42,-1.3442857142857143,83.72,71.83673469387755,76.53061224489795,2026-06-16 15:55:19,6,B,34033,-2.0893422441083396,-2.483292296869501,0.07034822370735139,2.933520928596556,0,0,1,1,0,0,1,1,BULLISH
